   R [km]      D [g/ccm]   T [mev]     Y        
   6.184E+01   2.343E+11   4.012E+00   1.388E-01
   6.360E+01   2.204E+11   3.676E+00   1.333E-01
   6.540E+01   2.054E+11   3.346E+00   1.314E-01
   6.726E+01   1.832E+11   3.108E+00   1.346E-01
   6.917E+01   1.592E+11   2.914E+00   1.420E-01
   7.113E+01   1.349E+11   2.765E+00   1.535E-01
   7.315E+01   1.135E+11   2.662E+00   1.668E-01
   7.522E+01   9.370E+10   2.555E+00   1.872E-01
   7.736E+01   7.697E+10   2.458E+00   2.135E-01
   7.955E+01   6.085E+10   2.355E+00   2.670E-01
   8.181E+01   4.790E+10   2.153E+00   3.448E-01
   8.413E+01   3.496E+10   1.913E+00   4.239E-01
   8.652E+01   1.654E+10   1.669E+00   4.618E-01
   8.897E+01   5.915E+09   1.246E+00   4.652E-01
   9.150E+01   4.550E+09   1.067E+00   4.638E-01
   9.409E+01   4.247E+09   1.029E+00   4.636E-01
   9.676E+01   4.068E+09   1.027E+00   4.635E-01
   9.951E+01   3.880E+09   1.018E+00   4.634E-01
   1.023E+02   3.764E+09   1.013E+00   4.632E-01
   1.052E+02   3.560E+09   1.005E+00   4.632E-01
   1.082E+02   3.458E+09   1.002E+00   4.631E-01
   1.113E+02   3.262E+09   9.907E-01   4.631E-01
   1.145E+02   3.165E+09   9.858E-01   4.630E-01
   1.177E+02   2.959E+09   9.750E-01   4.630E-01
   1.210E+02   2.840E+09   9.699E-01   4.630E-01
   1.245E+02   2.646E+09   9.598E-01   4.630E-01
   1.280E+02   2.565E+09   9.558E-01   4.630E-01
   1.316E+02   2.417E+09   9.483E-01   4.630E-01
   1.354E+02   2.360E+09   9.455E-01   4.630E-01
   1.392E+02   2.243E+09   9.373E-01   4.631E-01
   1.432E+02   2.171E+09   9.326E-01   4.632E-01
   1.472E+02   2.067E+09   9.250E-01   4.632E-01
   1.514E+02   1.989E+09   9.202E-01   4.632E-01
   1.557E+02   1.838E+09   9.088E-01   4.633E-01
   1.601E+02   1.778E+09   9.041E-01   4.633E-01
   1.647E+02   1.654E+09   8.968E-01   4.634E-01
   1.693E+02   1.574E+09   8.886E-01   4.636E-01
   1.741E+02   1.531E+09   8.848E-01   4.637E-01
   1.791E+02   1.448E+09   8.768E-01   4.639E-01
   1.842E+02   1.396E+09   8.723E-01   4.640E-01
   1.894E+02   1.288E+09   8.618E-01   4.640E-01
   1.948E+02   1.222E+09   8.557E-01   4.642E-01
   2.003E+02   1.132E+09   8.463E-01   4.644E-01
   2.060E+02   1.088E+09   8.410E-01   4.645E-01
   2.118E+02   1.006E+09   8.301E-01   4.647E-01
   2.178E+02   9.778E+08   8.260E-01   4.648E-01
   2.240E+02   9.154E+08   8.171E-01   4.650E-01
   2.304E+02   8.697E+08   8.106E-01   4.652E-01
   2.369E+02   8.329E+08   8.059E-01   4.654E-01
   2.436E+02   7.656E+08   7.953E-01   4.656E-01
   2.505E+02   7.382E+08   7.904E-01   4.657E-01
   2.576E+02   6.910E+08   7.810E-01   4.660E-01
   2.650E+02   6.618E+08   7.753E-01   4.662E-01
   2.725E+02   6.017E+08   7.631E-01   4.664E-01
   2.802E+02   5.832E+08   7.591E-01   4.667E-01
   2.882E+02   5.596E+08   7.547E-01   4.669E-01
   2.963E+02   5.223E+08   7.448E-01   4.671E-01
   3.048E+02   4.866E+08   7.351E-01   4.674E-01
   3.134E+02   4.624E+08   7.280E-01   4.677E-01
   3.223E+02   4.351E+08   7.212E-01   4.679E-01
   3.314E+02   4.093E+08   7.130E-01   4.681E-01
   3.408E+02   3.873E+08   7.052E-01   4.685E-01
   3.505E+02   3.674E+08   6.977E-01   4.686E-01
   3.604E+02   3.384E+08   6.864E-01   4.690E-01
   3.707E+02   3.230E+08   6.809E-01   4.692E-01
   3.812E+02   2.959E+08   6.690E-01   4.695E-01
   3.919E+02   2.840E+08   6.632E-01   4.697E-01
   4.028E+02   2.599E+08   6.502E-01   4.700E-01
   4.138E+02   2.484E+08   6.443E-01   4.702E-01
   4.249E+02   2.268E+08   6.317E-01   4.705E-01
   4.362E+02   2.179E+08   6.263E-01   4.707E-01
   4.476E+02   2.006E+08   6.155E-01   4.710E-01
   4.592E+02   1.926E+08   6.105E-01   4.712E-01
   4.709E+02   1.783E+08   5.998E-01   4.714E-01
   4.828E+02   1.719E+08   5.906E-01   4.717E-01
   4.948E+02   1.609E+08   5.767E-01   4.720E-01
   5.069E+02   1.554E+08   5.642E-01   4.723E-01
   5.192E+02   1.462E+08   5.460E-01   4.727E-01
   5.317E+02   1.428E+08   5.318E-01   4.732E-01
   5.443E+02   1.358E+08   5.163E-01   4.736E-01
   5.571E+02   1.288E+08   5.030E-01   4.739E-01
   5.700E+02   1.219E+08   4.978E-01   4.741E-01
   5.831E+02   1.118E+08   4.931E-01   4.744E-01
   5.963E+02   1.036E+08   4.888E-01   4.748E-01
   6.098E+02   9.495E+07   4.856E-01   4.759E-01
   6.233E+02   8.916E+07   4.829E-01   4.784E-01
   6.371E+02   8.447E+07   4.702E-01   4.831E-01
   6.510E+02   8.107E+07   4.428E-01   4.894E-01
   6.651E+02   7.838E+07   4.270E-01   4.942E-01
   6.794E+02   6.390E+07   4.503E-01   4.957E-01
   6.939E+02   4.842E+07   5.256E-01   4.961E-01
   7.085E+02   4.638E+07   5.204E-01   4.972E-01
   7.233E+02   4.601E+07   5.072E-01   4.979E-01
   7.383E+02   4.570E+07   5.074E-01   4.979E-01
   7.535E+02   4.597E+07   5.101E-01   4.979E-01
   7.689E+02   4.204E+07   4.959E-01   4.979E-01
   7.845E+02   4.045E+07   4.906E-01   4.979E-01
   8.003E+02   3.744E+07   4.839E-01   4.979E-01
   8.162E+02   3.660E+07   4.809E-01   4.979E-01
   8.324E+02   3.521E+07   4.705E-01   4.979E-01
   8.488E+02   3.354E+07   4.735E-01   4.979E-01
   8.654E+02   3.299E+07   4.599E-01   4.979E-01
   8.821E+02   3.120E+07   4.632E-01   4.979E-01
   8.991E+02   3.000E+07   4.522E-01   4.979E-01
   9.163E+02   2.869E+07   4.500E-01   4.980E-01
   9.338E+02   2.764E+07   4.450E-01   4.980E-01
   9.514E+02   2.695E+07   4.430E-01   4.980E-01
   9.692E+02   2.598E+07   4.384E-01   4.980E-01
   9.873E+02   2.497E+07   4.344E-01   4.980E-01
   1.006E+03   2.367E+07   4.290E-01   4.980E-01
   1.024E+03   2.266E+07   4.263E-01   4.980E-01
   1.043E+03   2.166E+07   4.218E-01   4.980E-01
   1.062E+03   2.112E+07   4.172E-01   4.980E-01
   1.081E+03   2.358E+07   4.236E-01   4.980E-01
   1.101E+03   2.389E+07   3.612E-01   4.980E-01
   1.120E+03   2.146E+07   3.733E-01   4.980E-01
   1.140E+03   2.078E+07   3.529E-01   4.980E-01
   1.161E+03   1.957E+07   3.591E-01   4.980E-01
   1.181E+03   1.928E+07   3.467E-01   4.980E-01
   1.202E+03   1.848E+07   3.470E-01   4.980E-01
   1.223E+03   1.756E+07   3.384E-01   4.980E-01
   1.244E+03   1.707E+07   3.347E-01   4.980E-01
   1.266E+03   1.645E+07   3.290E-01   4.980E-01
   1.287E+03   1.573E+07   3.231E-01   4.980E-01
   1.309E+03   1.491E+07   3.166E-01   4.980E-01
   1.332E+03   1.430E+07   3.123E-01   4.980E-01
   1.354E+03   1.366E+07   3.075E-01   4.980E-01
   1.377E+03   1.302E+07   3.019E-01   4.980E-01
   1.400E+03   1.237E+07   2.948E-01   4.980E-01
   1.424E+03   1.186E+07   2.885E-01   4.980E-01
   1.448E+03   1.157E+07   2.839E-01   4.980E-01
   1.472E+03   1.116E+07   2.787E-01   4.981E-01
   1.496E+03   9.921E+06   2.880E-01   4.990E-01
   1.521E+03   7.610E+06   3.090E-01   5.000E-01
   1.546E+03   6.226E+06   3.203E-01   5.001E-01
   1.571E+03   5.256E+06   3.278E-01   5.000E-01
   1.596E+03   4.537E+06   3.299E-01   5.000E-01
   1.622E+03   4.425E+06   3.240E-01   5.000E-01
   1.649E+03   4.308E+06   3.208E-01   5.000E-01
   1.675E+03   4.145E+06   3.174E-01   5.000E-01
   1.702E+03   4.033E+06   3.146E-01   5.000E-01
   1.729E+03   3.896E+06   3.115E-01   5.000E-01
   1.757E+03   3.806E+06   3.095E-01   5.000E-01
   1.785E+03   3.684E+06   3.068E-01   5.000E-01
   1.813E+03   3.582E+06   3.042E-01   5.000E-01
   1.842E+03   3.470E+06   3.010E-01   5.000E-01
   1.871E+03   3.337E+06   2.975E-01   5.000E-01
   1.900E+03   3.266E+06   2.940E-01   5.000E-01
   1.930E+03   3.248E+06   2.919E-01   5.000E-01
   1.960E+03   3.144E+06   2.886E-01   5.000E-01
   1.990E+03   3.075E+06   2.863E-01   5.000E-01
   2.021E+03   2.998E+06   2.837E-01   5.000E-01
   2.052E+03   2.922E+06   2.812E-01   5.000E-01
   2.084E+03   2.827E+06   2.783E-01   5.000E-01
   2.116E+03   2.784E+06   2.770E-01   5.000E-01
   2.148E+03   2.721E+06   2.751E-01   5.000E-01
   2.181E+03   2.699E+06   2.745E-01   5.000E-01
   2.215E+03   2.632E+06   2.721E-01   5.000E-01
   2.248E+03   2.526E+06   2.683E-01   5.000E-01
   2.282E+03   2.404E+06   2.637E-01   5.000E-01
   2.317E+03   2.328E+06   2.607E-01   5.000E-01
   2.352E+03   2.209E+06   2.561E-01   5.000E-01
   2.387E+03   2.108E+06   2.521E-01   5.000E-01
   2.423E+03   2.026E+06   2.489E-01   5.000E-01
   2.459E+03   1.963E+06   2.464E-01   5.000E-01
   2.496E+03   1.893E+06   2.436E-01   5.000E-01
   2.533E+03   1.841E+06   2.416E-01   5.000E-01
   2.571E+03   1.787E+06   2.391E-01   5.000E-01
   2.609E+03   1.730E+06   2.365E-01   5.000E-01
   2.647E+03   1.683E+06   2.343E-01   5.000E-01
   2.686E+03   1.638E+06   2.321E-01   5.000E-01
   2.726E+03   1.589E+06   2.298E-01   5.000E-01
   2.766E+03   1.544E+06   2.275E-01   5.000E-01
   2.806E+03   1.501E+06   2.253E-01   5.000E-01
   2.848E+03   1.456E+06   2.230E-01   5.000E-01
   2.889E+03   1.414E+06   2.208E-01   5.000E-01
   2.931E+03   1.372E+06   2.188E-01   5.000E-01
   2.974E+03   1.329E+06   2.167E-01   5.000E-01
   3.017E+03   1.285E+06   2.143E-01   5.000E-01
   3.060E+03   1.246E+06   2.121E-01   5.000E-01
   3.105E+03   1.208E+06   2.099E-01   5.000E-01
   3.150E+03   1.170E+06   2.076E-01   5.000E-01
   3.195E+03   1.136E+06   2.056E-01   5.000E-01
   3.241E+03   1.105E+06   2.037E-01   5.000E-01
   3.287E+03   1.073E+06   2.017E-01   5.000E-01
   3.334E+03   1.042E+06   1.997E-01   5.000E-01
   3.382E+03   1.012E+06   1.978E-01   5.000E-01
   3.430E+03   9.833E+05   1.958E-01   5.000E-01
   3.479E+03   9.559E+05   1.941E-01   5.000E-01
   3.528E+03   9.267E+05   1.922E-01   5.000E-01
   3.578E+03   8.981E+05   1.902E-01   5.000E-01
   3.629E+03   8.720E+05   1.883E-01   5.000E-01
   3.680E+03   8.454E+05   1.864E-01   5.000E-01
   3.732E+03   8.183E+05   1.843E-01   5.000E-01
   3.785E+03   7.933E+05   1.825E-01   5.000E-01
   3.838E+03   7.698E+05   1.806E-01   5.000E-01
   3.892E+03   7.476E+05   1.788E-01   5.000E-01
   3.947E+03   7.266E+05   1.771E-01   5.000E-01
   4.002E+03   7.060E+05   1.754E-01   5.000E-01
   4.058E+03   6.865E+05   1.737E-01   5.000E-01
   4.115E+03   6.667E+05   1.722E-01   5.000E-01
   4.172E+03   6.463E+05   1.704E-01   5.000E-01
   4.230E+03   6.258E+05   1.685E-01   5.000E-01
   4.289E+03   6.069E+05   1.668E-01   5.000E-01
   4.349E+03   5.887E+05   1.651E-01   5.000E-01
   4.409E+03   5.707E+05   1.633E-01   5.000E-01
   4.470E+03   5.541E+05   1.617E-01   5.000E-01
   4.532E+03   5.381E+05   1.601E-01   5.000E-01
   4.594E+03   5.225E+05   1.585E-01   5.000E-01
   4.658E+03   5.072E+05   1.569E-01   5.000E-01
   4.722E+03   4.926E+05   1.553E-01   5.000E-01
   4.787E+03   4.781E+05   1.538E-01   5.000E-01
   4.853E+03   4.633E+05   1.521E-01   5.000E-01
   4.919E+03   4.488E+05   1.505E-01   5.000E-01
   4.987E+03   4.353E+05   1.489E-01   5.000E-01
   5.055E+03   4.225E+05   1.474E-01   5.000E-01
   5.124E+03   4.100E+05   1.459E-01   5.000E-01
   5.194E+03   3.982E+05   1.444E-01   5.000E-01
   5.265E+03   3.863E+05   1.429E-01   5.000E-01
   5.337E+03   3.748E+05   1.414E-01   5.000E-01
   5.410E+03   3.636E+05   1.399E-01   5.000E-01
   5.483E+03   3.526E+05   1.385E-01   5.000E-01
   5.558E+03   3.420E+05   1.370E-01   5.000E-01
   5.633E+03   3.317E+05   1.355E-01   5.000E-01
   5.709E+03   3.216E+05   1.341E-01   5.000E-01
   5.787E+03   3.114E+05   1.326E-01   5.000E-01
   5.865E+03   3.019E+05   1.312E-01   5.000E-01
   5.944E+03   2.926E+05   1.298E-01   5.000E-01
   6.025E+03   2.840E+05   1.284E-01   5.000E-01
   6.106E+03   2.762E+05   1.262E-01   5.000E-01
   6.188E+03   2.669E+05   1.262E-01   5.000E-01
   6.271E+03   2.580E+05   1.249E-01   5.000E-01
   6.356E+03   2.508E+05   1.223E-01   5.000E-01
   6.441E+03   2.444E+05   1.188E-01   5.000E-01
   6.528E+03   2.309E+05   1.215E-01   5.000E-01
   6.615E+03   2.277E+05   1.183E-01   5.000E-01
   6.704E+03   2.198E+05   1.171E-01   5.000E-01
   6.794E+03   2.125E+05   1.157E-01   5.000E-01
   6.884E+03   2.059E+05   1.145E-01   5.000E-01
   6.976E+03   1.995E+05   1.133E-01   5.000E-01
   7.070E+03   1.931E+05   1.121E-01   5.000E-01
   7.164E+03   1.870E+05   1.109E-01   5.000E-01
   7.259E+03   1.813E+05   1.097E-01   5.000E-01
   7.356E+03   1.759E+05   1.086E-01   5.000E-01
   7.454E+03   1.701E+05   1.073E-01   5.000E-01
   7.553E+03   1.645E+05   1.061E-01   5.000E-01
   7.653E+03   1.592E+05   1.049E-01   5.000E-01
   7.755E+03   1.543E+05   1.037E-01   5.000E-01
   7.858E+03   1.494E+05   1.026E-01   5.000E-01
   7.962E+03   1.447E+05   1.014E-01   5.000E-01
   8.068E+03   1.402E+05   1.003E-01   5.000E-01
   8.174E+03   1.360E+05   9.924E-02   5.000E-01
   8.282E+03   1.319E+05   9.814E-02   5.000E-01
   8.392E+03   1.279E+05   9.710E-02   5.000E-01
   8.503E+03   1.238E+05   9.597E-02   5.000E-01
   8.615E+03   1.197E+05   9.483E-02   5.000E-01
   8.729E+03   1.157E+05   9.365E-02   5.000E-01
   8.844E+03   1.119E+05   9.254E-02   5.000E-01
   8.960E+03   1.083E+05   9.146E-02   5.000E-01
   9.078E+03   1.052E+05   9.048E-02   5.000E-01
   9.198E+03   1.017E+05   8.953E-02   5.000E-01
   9.318E+03   9.941E+04   8.869E-02   5.000E-01
   9.441E+03   9.880E+04   8.812E-02   5.000E-01
   9.565E+03   9.848E+04   8.765E-02   5.000E-01
   9.690E+03   9.606E+04   8.737E-02   5.000E-01
   9.817E+03   8.987E+04   8.750E-02   5.000E-01
   9.941E+03   8.960E+04   8.746E-02   5.000E-01
