   R [km]      D [g/ccm]   T [mev]     Y        
   2.323E+01   9.847E+12   1.417E+01   1.096E-01
   2.389E+01   8.644E+12   1.336E+01   1.068E-01
   2.456E+01   7.505E+12   1.261E+01   1.047E-01
   2.526E+01   6.442E+12   1.193E+01   1.036E-01
   2.598E+01   5.470E+12   1.131E+01   1.034E-01
   2.671E+01   4.605E+12   1.076E+01   1.040E-01
   2.747E+01   3.852E+12   1.024E+01   1.052E-01
   2.825E+01   3.210E+12   9.759E+00   1.067E-01
   2.905E+01   2.669E+12   9.296E+00   1.082E-01
   2.988E+01   2.215E+12   8.849E+00   1.097E-01
   3.073E+01   1.835E+12   8.417E+00   1.112E-01
   3.160E+01   1.517E+12   8.000E+00   1.127E-01
   3.249E+01   1.251E+12   7.602E+00   1.144E-01
   3.341E+01   1.029E+12   7.226E+00   1.162E-01
   3.436E+01   8.430E+11   6.874E+00   1.184E-01
   3.534E+01   6.870E+11   6.546E+00   1.211E-01
   3.634E+01   5.567E+11   6.241E+00   1.244E-01
   3.737E+01   4.491E+11   5.964E+00   1.286E-01
   3.843E+01   3.604E+11   5.712E+00   1.336E-01
   3.952E+01   2.886E+11   5.489E+00   1.397E-01
   4.065E+01   2.307E+11   5.292E+00   1.467E-01
   4.180E+01   1.838E+11   5.119E+00   1.550E-01
   4.298E+01   1.458E+11   4.957E+00   1.645E-01
   4.420E+01   1.156E+11   4.816E+00   1.752E-01
   4.546E+01   9.163E+10   4.694E+00   1.876E-01
   4.675E+01   7.311E+10   4.601E+00   2.012E-01
   4.808E+01   5.828E+10   4.520E+00   2.164E-01
   4.944E+01   4.627E+10   4.441E+00   2.331E-01
   5.084E+01   3.685E+10   4.375E+00   2.512E-01
   5.228E+01   2.964E+10   4.333E+00   2.703E-01
   5.377E+01   2.393E+10   4.291E+00   2.898E-01
   5.529E+01   1.944E+10   4.236E+00   3.083E-01
   5.686E+01   1.606E+10   4.174E+00   3.250E-01
   5.848E+01   1.353E+10   4.113E+00   3.394E-01
   6.014E+01   1.153E+10   4.033E+00   3.514E-01
   6.184E+01   9.940E+09   3.941E+00   3.616E-01
   6.360E+01   8.751E+09   3.859E+00   3.698E-01
   6.540E+01   7.768E+09   3.765E+00   3.769E-01
   6.726E+01   6.945E+09   3.667E+00   3.832E-01
   6.917E+01   6.254E+09   3.572E+00   3.893E-01
   7.113E+01   5.677E+09   3.475E+00   3.951E-01
   7.315E+01   5.162E+09   3.376E+00   4.012E-01
   7.522E+01   4.733E+09   3.276E+00   4.069E-01
   7.736E+01   4.356E+09   3.168E+00   4.129E-01
   7.955E+01   4.014E+09   3.062E+00   4.194E-01
   8.181E+01   3.690E+09   2.955E+00   4.268E-01
   8.413E+01   3.393E+09   2.854E+00   4.348E-01
   8.652E+01   3.107E+09   2.750E+00   4.431E-01
   8.897E+01   2.904E+09   2.642E+00   4.502E-01
   9.150E+01   2.692E+09   2.520E+00   4.576E-01
   9.409E+01   2.509E+09   2.419E+00   4.646E-01
   9.676E+01   2.244E+09   2.316E+00   4.730E-01
   9.951E+01   2.088E+09   2.221E+00   4.787E-01
   1.023E+02   1.888E+09   2.075E+00   4.844E-01
   1.052E+02   1.787E+09   1.999E+00   4.875E-01
   1.082E+02   1.534E+09   1.821E+00   4.924E-01
   1.113E+02   1.309E+09   1.708E+00   4.936E-01
   1.145E+02   7.852E+08   1.381E+00   4.945E-01
   1.177E+02   2.306E+08   9.397E-01   4.939E-01
   1.210E+02   1.489E+08   7.422E-01   4.938E-01
   1.245E+02   1.406E+08   6.842E-01   4.942E-01
   1.280E+02   1.349E+08   6.737E-01   4.943E-01
   1.316E+02   1.328E+08   6.635E-01   4.946E-01
   1.354E+02   1.278E+08   6.542E-01   4.948E-01
   1.392E+02   1.251E+08   6.487E-01   4.951E-01
   1.432E+02   1.194E+08   6.391E-01   4.952E-01
   1.472E+02   1.153E+08   6.331E-01   4.954E-01
   1.514E+02   1.079E+08   6.248E-01   4.956E-01
   1.557E+02   1.025E+08   6.200E-01   4.958E-01
   1.601E+02   9.538E+07   6.137E-01   4.959E-01
   1.647E+02   9.190E+07   6.048E-01   4.962E-01
   1.693E+02   8.921E+07   5.819E-01   4.963E-01
   1.741E+02   8.842E+07   5.737E-01   4.965E-01
   1.791E+02   8.673E+07   5.650E-01   4.966E-01
   1.842E+02   8.399E+07   5.608E-01   4.968E-01
   1.894E+02   7.738E+07   5.524E-01   4.969E-01
   1.948E+02   7.218E+07   5.410E-01   4.972E-01
   2.003E+02   7.131E+07   5.282E-01   4.973E-01
   2.060E+02   7.159E+07   5.220E-01   4.974E-01
   2.118E+02   7.227E+07   5.143E-01   4.975E-01
   2.178E+02   7.008E+07   4.983E-01   4.976E-01
   2.240E+02   5.938E+07   5.146E-01   4.977E-01
   2.304E+02   5.746E+07   5.993E-01   4.980E-01
   2.369E+02   5.795E+07   6.122E-01   4.980E-01
   2.436E+02   5.787E+07   6.042E-01   4.981E-01
   2.505E+02   5.218E+07   5.882E-01   4.981E-01
   2.576E+02   4.982E+07   5.890E-01   4.981E-01
   2.650E+02   4.955E+07   5.814E-01   4.981E-01
   2.725E+02   4.897E+07   5.678E-01   4.981E-01
   2.802E+02   4.718E+07   5.634E-01   4.981E-01
   2.882E+02   4.499E+07   5.474E-01   4.981E-01
   2.963E+02   4.289E+07   5.417E-01   4.981E-01
   3.048E+02   4.177E+07   5.341E-01   4.981E-01
   3.134E+02   3.958E+07   5.234E-01   4.982E-01
   3.223E+02   3.859E+07   5.205E-01   4.982E-01
   3.314E+02   3.742E+07   5.123E-01   4.982E-01
   3.408E+02   3.515E+07   4.989E-01   4.982E-01
   3.505E+02   3.394E+07   4.920E-01   4.983E-01
   3.604E+02   3.192E+07   4.886E-01   4.983E-01
   3.707E+02   2.971E+07   4.822E-01   4.983E-01
   3.812E+02   2.904E+07   4.761E-01   4.984E-01
   3.919E+02   2.752E+07   4.642E-01   4.984E-01
   4.028E+02   2.650E+07   4.639E-01   4.985E-01
   4.138E+02   2.515E+07   4.566E-01   4.985E-01
   4.249E+02   2.319E+07   4.497E-01   4.986E-01
   4.362E+02   2.233E+07   4.479E-01   4.986E-01
   4.476E+02   2.097E+07   4.465E-01   4.987E-01
   4.592E+02   2.024E+07   4.447E-01   4.988E-01
   4.709E+02   1.962E+07   4.360E-01   4.989E-01
   4.828E+02   1.864E+07   4.322E-01   4.989E-01
   4.948E+02   1.761E+07   4.309E-01   4.990E-01
   5.069E+02   1.733E+07   4.266E-01   4.991E-01
   5.192E+02   1.677E+07   4.223E-01   4.992E-01
   5.317E+02   1.642E+07   4.193E-01   4.993E-01
   5.443E+02   1.541E+07   4.193E-01   4.994E-01
   5.571E+02   1.461E+07   4.189E-01   4.994E-01
   5.700E+02   1.438E+07   4.111E-01   4.995E-01
   5.831E+02   1.411E+07   4.090E-01   4.996E-01
   5.963E+02   1.313E+07   4.066E-01   4.996E-01
   6.098E+02   1.193E+07   4.078E-01   4.997E-01
   6.233E+02   1.163E+07   4.073E-01   4.998E-01
   6.371E+02   1.142E+07   4.018E-01   4.998E-01
   6.510E+02   1.098E+07   4.004E-01   4.998E-01
   6.651E+02   1.060E+07   3.965E-01   4.999E-01
   6.794E+02   9.827E+06   3.950E-01   4.999E-01
   6.939E+02   9.507E+06   3.930E-01   4.999E-01
   7.085E+02   9.138E+06   3.916E-01   4.999E-01
   7.233E+02   8.648E+06   3.911E-01   5.000E-01
   7.383E+02   8.360E+06   3.886E-01   5.000E-01
   7.535E+02   7.592E+06   3.886E-01   5.000E-01
   7.689E+02   7.185E+06   3.896E-01   5.000E-01
   7.845E+02   6.513E+06   3.906E-01   5.000E-01
   8.003E+02   6.286E+06   3.892E-01   5.000E-01
   8.162E+02   6.214E+06   3.874E-01   5.000E-01
   8.324E+02   6.060E+06   3.854E-01   5.000E-01
   8.488E+02   6.008E+06   3.844E-01   5.000E-01
   8.654E+02   5.940E+06   3.822E-01   5.000E-01
   8.821E+02   5.916E+06   3.806E-01   5.000E-01
   8.991E+02   5.883E+06   3.790E-01   5.000E-01
   9.163E+02   5.880E+06   3.774E-01   5.000E-01
   9.338E+02   5.860E+06   3.757E-01   5.000E-01
   9.514E+02   5.846E+06   3.735E-01   5.000E-01
   9.692E+02   5.834E+06   3.726E-01   5.000E-01
   9.873E+02   5.819E+06   3.710E-01   5.000E-01
   1.006E+03   5.703E+06   3.708E-01   5.000E-01
   1.024E+03   5.605E+06   3.699E-01   5.000E-01
   1.043E+03   5.513E+06   3.689E-01   5.000E-01
   1.062E+03   5.478E+06   3.677E-01   5.000E-01
   1.081E+03   5.471E+06   3.673E-01   5.000E-01
   1.101E+03   7.029E+06   3.907E-01   5.000E-01
   1.120E+03   7.191E+06   3.759E-01   5.000E-01
   1.140E+03   6.704E+06   3.729E-01   5.000E-01
   1.161E+03   5.652E+06   3.533E-01   5.000E-01
   1.181E+03   4.024E+06   3.170E-01   5.000E-01
   1.202E+03   3.978E+06   3.160E-01   5.000E-01
   1.223E+03   3.874E+06   3.130E-01   5.000E-01
   1.244E+03   3.836E+06   3.118E-01   5.000E-01
   1.266E+03   3.783E+06   3.106E-01   5.000E-01
   1.287E+03   3.680E+06   3.079E-01   5.000E-01
   1.309E+03   3.640E+06   3.067E-01   5.000E-01
   1.332E+03   3.587E+06   3.049E-01   5.000E-01
   1.354E+03   3.504E+06   3.024E-01   5.000E-01
   1.377E+03   3.455E+06   3.009E-01   5.000E-01
   1.400E+03   3.381E+06   2.983E-01   5.000E-01
   1.424E+03   3.336E+06   2.970E-01   5.000E-01
   1.448E+03   3.276E+06   2.950E-01   5.000E-01
   1.472E+03   3.240E+06   2.936E-01   5.000E-01
   1.496E+03   3.183E+06   2.915E-01   5.000E-01
   1.521E+03   3.122E+06   2.893E-01   5.000E-01
   1.546E+03   3.095E+06   2.879E-01   5.000E-01
   1.571E+03   3.017E+06   2.850E-01   5.000E-01
   1.596E+03   2.978E+06   2.837E-01   5.000E-01
   1.622E+03   2.904E+06   2.817E-01   5.000E-01
   1.649E+03   2.868E+06   2.810E-01   5.000E-01
   1.675E+03   2.798E+06   2.790E-01   5.000E-01
   1.702E+03   2.778E+06   2.778E-01   5.000E-01
   1.729E+03   2.750E+06   2.755E-01   5.000E-01
   1.757E+03   2.712E+06   2.746E-01   5.000E-01
   1.785E+03   2.608E+06   2.730E-01   5.000E-01
   1.813E+03   2.572E+06   2.720E-01   5.000E-01
   1.842E+03   2.554E+06   2.694E-01   5.000E-01
   1.871E+03   2.518E+06   2.682E-01   5.000E-01
   1.900E+03   2.418E+06   2.657E-01   5.000E-01
   1.930E+03   2.373E+06   2.646E-01   5.000E-01
   1.960E+03   2.359E+06   2.620E-01   5.000E-01
   1.990E+03   2.333E+06   2.614E-01   5.000E-01
   2.021E+03   2.270E+06   2.600E-01   5.000E-01
   2.052E+03   2.257E+06   2.590E-01   5.000E-01
   2.084E+03   2.214E+06   2.555E-01   5.000E-01
   2.116E+03   2.132E+06   2.552E-01   5.000E-01
   2.148E+03   2.104E+06   2.508E-01   5.000E-01
   2.181E+03   2.028E+06   2.504E-01   5.000E-01
   2.215E+03   1.999E+06   2.467E-01   5.000E-01
   2.248E+03   1.929E+06   2.467E-01   5.000E-01
   2.282E+03   1.913E+06   2.440E-01   5.000E-01
   2.317E+03   1.867E+06   2.437E-01   5.000E-01
   2.352E+03   1.846E+06   2.405E-01   5.000E-01
   2.387E+03   1.777E+06   2.405E-01   5.000E-01
   2.423E+03   1.765E+06   2.364E-01   5.000E-01
   2.459E+03   1.692E+06   2.364E-01   5.000E-01
   2.496E+03   1.669E+06   2.332E-01   5.000E-01
   2.533E+03   1.637E+06   2.325E-01   5.000E-01
   2.571E+03   1.606E+06   2.307E-01   5.000E-01
   2.609E+03   1.572E+06   2.291E-01   5.000E-01
   2.647E+03   1.536E+06   2.272E-01   5.000E-01
   2.686E+03   1.503E+06   2.254E-01   5.000E-01
   2.726E+03   1.484E+06   2.245E-01   5.000E-01
   2.766E+03   1.469E+06   2.234E-01   5.000E-01
   2.806E+03   1.453E+06   2.229E-01   5.000E-01
   2.848E+03   1.420E+06   2.212E-01   5.000E-01
   2.889E+03   1.375E+06   2.193E-01   5.000E-01
   2.931E+03   1.297E+06   2.152E-01   5.000E-01
   2.974E+03   1.240E+06   2.120E-01   5.000E-01
   3.017E+03   1.176E+06   2.082E-01   5.000E-01
   3.060E+03   1.140E+06   2.061E-01   5.000E-01
   3.105E+03   1.102E+06   2.037E-01   5.000E-01
   3.150E+03   1.079E+06   2.023E-01   5.000E-01
   3.195E+03   1.048E+06   2.003E-01   5.000E-01
   3.241E+03   1.026E+06   1.988E-01   5.000E-01
   3.287E+03   1.001E+06   1.972E-01   5.000E-01
   3.334E+03   9.756E+05   1.955E-01   5.000E-01
   3.382E+03   9.518E+05   1.940E-01   5.000E-01
   3.430E+03   9.230E+05   1.922E-01   5.000E-01
   3.479E+03   8.950E+05   1.902E-01   5.000E-01
   3.528E+03   8.698E+05   1.884E-01   5.000E-01
   3.578E+03   8.440E+05   1.865E-01   5.000E-01
   3.629E+03   8.219E+05   1.848E-01   5.000E-01
   3.680E+03   7.969E+05   1.829E-01   5.000E-01
   3.732E+03   7.757E+05   1.812E-01   5.000E-01
   3.785E+03   7.556E+05   1.796E-01   5.000E-01
   3.838E+03   7.341E+05   1.779E-01   5.000E-01
   3.892E+03   7.153E+05   1.763E-01   5.000E-01
   3.947E+03   6.952E+05   1.746E-01   5.000E-01
   4.002E+03   6.762E+05   1.731E-01   5.000E-01
   4.058E+03   6.556E+05   1.714E-01   5.000E-01
   4.115E+03   6.376E+05   1.698E-01   5.000E-01
   4.172E+03   6.198E+05   1.681E-01   5.000E-01
   4.230E+03   6.018E+05   1.664E-01   5.000E-01
   4.289E+03   5.839E+05   1.647E-01   5.000E-01
   4.349E+03   5.668E+05   1.631E-01   5.000E-01
   4.409E+03   5.509E+05   1.615E-01   5.000E-01
   4.470E+03   5.359E+05   1.600E-01   5.000E-01
   4.532E+03   5.213E+05   1.585E-01   5.000E-01
   4.594E+03   5.072E+05   1.570E-01   5.000E-01
   4.658E+03   4.937E+05   1.555E-01   5.000E-01
   4.722E+03   4.794E+05   1.540E-01   5.000E-01
   4.787E+03   4.648E+05   1.524E-01   5.000E-01
   4.853E+03   4.502E+05   1.508E-01   5.000E-01
   4.919E+03   4.365E+05   1.492E-01   5.000E-01
   4.987E+03   4.240E+05   1.477E-01   5.000E-01
   5.055E+03   4.119E+05   1.462E-01   5.000E-01
   5.124E+03   4.003E+05   1.448E-01   5.000E-01
   5.194E+03   3.882E+05   1.433E-01   5.000E-01
   5.265E+03   3.767E+05   1.418E-01   5.000E-01
   5.337E+03   3.652E+05   1.403E-01   5.000E-01
   5.410E+03   3.557E+05   1.390E-01   5.000E-01
   5.483E+03   3.456E+05   1.376E-01   5.000E-01
   5.558E+03   3.365E+05   1.363E-01   5.000E-01
   5.633E+03   3.256E+05   1.348E-01   5.000E-01
   5.709E+03   3.161E+05   1.335E-01   5.000E-01
   5.787E+03   3.045E+05   1.317E-01   5.000E-01
   5.865E+03   2.977E+05   1.307E-01   5.000E-01
   5.944E+03   2.870E+05   1.291E-01   5.000E-01
   6.025E+03   2.814E+05   1.283E-01   5.000E-01
   6.106E+03   2.761E+05   1.256E-01   5.000E-01
   6.188E+03   2.587E+05   1.258E-01   5.000E-01
   6.271E+03   2.547E+05   1.234E-01   5.000E-01
   6.356E+03   2.492E+05   1.219E-01   5.000E-01
   6.441E+03   2.358E+05   1.206E-01   5.000E-01
   6.528E+03   2.277E+05   1.202E-01   5.000E-01
   6.615E+03   2.311E+05   1.163E-01   5.000E-01
   6.704E+03   2.130E+05   1.177E-01   5.000E-01
   6.794E+03   2.108E+05   1.146E-01   5.000E-01
   6.884E+03   2.037E+05   1.144E-01   5.000E-01
   6.976E+03   1.964E+05   1.128E-01   5.000E-01
   7.070E+03   1.916E+05   1.119E-01   5.000E-01
   7.164E+03   1.857E+05   1.107E-01   5.000E-01
   7.259E+03   1.801E+05   1.095E-01   5.000E-01
   7.356E+03   1.743E+05   1.083E-01   5.000E-01
   7.454E+03   1.687E+05   1.071E-01   5.000E-01
   7.553E+03   1.632E+05   1.059E-01   5.000E-01
   7.653E+03   1.580E+05   1.047E-01   5.000E-01
   7.755E+03   1.530E+05   1.035E-01   5.000E-01
   7.858E+03   1.483E+05   1.024E-01   5.000E-01
   7.962E+03   1.438E+05   1.013E-01   5.000E-01
   8.068E+03   1.393E+05   1.002E-01   5.000E-01
   8.174E+03   1.349E+05   9.902E-02   5.000E-01
   8.282E+03   1.307E+05   9.789E-02   5.000E-01
   8.392E+03   1.266E+05   9.682E-02   5.000E-01
   8.503E+03   1.227E+05   9.574E-02   5.000E-01
   8.615E+03   1.189E+05   9.467E-02   5.000E-01
   8.729E+03   1.156E+05   9.371E-02   5.000E-01
   8.844E+03   1.129E+05   9.291E-02   5.000E-01
   8.960E+03   1.112E+05   9.246E-02   5.000E-01
   9.078E+03   1.093E+05   9.180E-02   5.000E-01
   9.198E+03   1.081E+05   9.163E-02   5.000E-01
   9.318E+03   1.070E+05   9.094E-02   5.000E-01
   9.441E+03   1.070E+05   9.064E-02   5.000E-01
   9.565E+03   1.058E+05   8.962E-02   5.000E-01
   9.690E+03   1.012E+05   9.041E-02   5.000E-01
   9.817E+03   1.006E+05   9.039E-02   5.000E-01
   9.941E+03   9.048E+04   9.323E-02   5.000E-01
