   R [km]      D [g/ccm]   T [mev]     Y        
   2.118E+02   3.188E+07   6.244E-01   5.000E-01
   2.178E+02   3.112E+07   6.233E-01   5.000E-01
   2.240E+02   2.954E+07   6.210E-01   5.000E-01
   2.304E+02   2.871E+07   6.197E-01   5.000E-01
   2.369E+02   2.704E+07   6.171E-01   5.000E-01
   2.436E+02   2.610E+07   6.156E-01   5.000E-01
   2.505E+02   2.461E+07   6.130E-01   5.000E-01
   2.576E+02   2.411E+07   6.040E-01   5.000E-01
   2.650E+02   2.339E+07   5.981E-01   5.000E-01
   2.725E+02   2.300E+07   5.858E-01   5.000E-01
   2.802E+02   2.204E+07   5.826E-01   5.000E-01
   2.882E+02   2.135E+07   5.721E-01   5.000E-01
   2.963E+02   2.005E+07   5.667E-01   5.000E-01
   3.048E+02   1.924E+07   5.589E-01   5.000E-01
   3.134E+02   1.849E+07   5.560E-01   5.000E-01
   3.223E+02   1.814E+07   5.448E-01   5.000E-01
   3.314E+02   1.733E+07   5.410E-01   5.000E-01
   3.408E+02   1.686E+07   5.306E-01   5.000E-01
   3.505E+02   1.594E+07   5.280E-01   5.000E-01
   3.604E+02   1.502E+07   5.186E-01   5.000E-01
   3.707E+02   1.466E+07   5.118E-01   5.000E-01
   3.812E+02   1.433E+07   5.084E-01   5.000E-01
   3.919E+02   1.351E+07   4.997E-01   5.000E-01
   4.028E+02   1.311E+07   4.959E-01   5.000E-01
   4.138E+02   1.265E+07   4.898E-01   5.000E-01
   4.249E+02   1.236E+07   4.802E-01   5.000E-01
   4.362E+02   1.180E+07   4.768E-01   5.000E-01
   4.476E+02   1.120E+07   4.694E-01   5.000E-01
   4.592E+02   1.092E+07   4.662E-01   5.000E-01
   4.709E+02   1.057E+07   4.581E-01   5.000E-01
   4.828E+02   1.015E+07   4.554E-01   5.000E-01
   4.948E+02   9.769E+06   4.489E-01   5.000E-01
   5.069E+02   9.494E+06   4.470E-01   5.000E-01
   5.192E+02   9.144E+06   4.414E-01   5.000E-01
   5.317E+02   9.008E+06   4.386E-01   5.000E-01
   5.443E+02   8.607E+06   4.322E-01   5.000E-01
   5.571E+02   8.427E+06   4.301E-01   5.000E-01
   5.700E+02   8.253E+06   4.252E-01   5.000E-01
   5.831E+02   8.007E+06   4.206E-01   5.000E-01
   5.963E+02   7.842E+06   4.159E-01   5.000E-01
   6.098E+02   7.729E+06   4.139E-01   5.000E-01
   6.233E+02   7.434E+06   4.089E-01   5.000E-01
   6.371E+02   7.256E+06   4.047E-01   5.000E-01
   6.510E+02   7.187E+06   4.030E-01   5.000E-01
   6.651E+02   6.969E+06   3.984E-01   5.000E-01
   6.794E+02   6.744E+06   3.938E-01   5.000E-01
   6.939E+02   6.632E+06   3.919E-01   5.000E-01
   7.085E+02   6.404E+06   3.884E-01   5.000E-01
   7.233E+02   6.307E+06   3.868E-01   5.000E-01
   7.383E+02   6.142E+06   3.829E-01   5.000E-01
   7.535E+02   6.042E+06   3.794E-01   5.000E-01
   7.689E+02   5.952E+06   3.756E-01   5.000E-01
   7.845E+02   5.868E+06   3.720E-01   5.000E-01
   8.003E+02   5.807E+06   3.674E-01   5.000E-01
   8.162E+02   5.770E+06   3.647E-01   5.000E-01
   8.324E+02   5.711E+06   3.616E-01   5.000E-01
   8.488E+02   5.685E+06   3.580E-01   5.000E-01
   8.654E+02   5.662E+06   3.558E-01   5.000E-01
   8.821E+02   5.504E+06   3.541E-01   5.000E-01
   8.991E+02   5.383E+06   3.513E-01   5.000E-01
   9.163E+02   5.299E+06   3.503E-01   5.000E-01
   9.338E+02   5.194E+06   3.477E-01   5.000E-01
   9.514E+02   5.178E+06   3.461E-01   5.000E-01
   9.692E+02   5.153E+06   3.457E-01   5.000E-01
   9.873E+02   5.155E+06   3.452E-01   5.000E-01
   1.006E+03   5.224E+06   3.451E-01   5.000E-01
   1.024E+03   5.225E+06   3.448E-01   5.000E-01
   1.043E+03   5.294E+06   3.463E-01   5.000E-01
   1.062E+03   5.190E+06   3.440E-01   5.000E-01
   1.081E+03   4.651E+06   3.317E-01   5.000E-01
   1.101E+03   3.646E+06   3.098E-01   5.000E-01
   1.120E+03   3.510E+06   3.064E-01   5.000E-01
   1.140E+03   3.504E+06   3.060E-01   5.000E-01
   1.161E+03   3.478E+06   3.047E-01   5.000E-01
   1.181E+03   3.156E+06   2.909E-01   5.000E-01
   1.202E+03   3.091E+06   2.887E-01   5.000E-01
   1.223E+03   3.069E+06   2.865E-01   5.000E-01
   1.244E+03   3.045E+06   2.849E-01   5.000E-01
   1.266E+03   3.038E+06   2.838E-01   5.000E-01
   1.287E+03   2.981E+06   2.814E-01   5.000E-01
   1.309E+03   2.827E+06   2.802E-01   5.000E-01
   1.332E+03   2.778E+06   2.793E-01   5.000E-01
   1.354E+03   2.727E+06   2.782E-01   5.000E-01
   1.377E+03   2.717E+06   2.760E-01   5.000E-01
   1.400E+03   2.690E+06   2.749E-01   5.000E-01
   1.424E+03   2.616E+06   2.722E-01   5.000E-01
   1.448E+03   2.566E+06   2.711E-01   5.000E-01
   1.472E+03   2.532E+06   2.678E-01   5.000E-01
   1.496E+03   2.473E+06   2.677E-01   5.000E-01
   1.521E+03   2.401E+06   2.645E-01   5.000E-01
   1.546E+03   2.333E+06   2.633E-01   5.000E-01
   1.571E+03   2.315E+06   2.622E-01   5.000E-01
   1.596E+03   2.284E+06   2.601E-01   5.000E-01
   1.622E+03   2.264E+06   2.583E-01   5.000E-01
   1.649E+03   2.251E+06   2.575E-01   5.000E-01
   1.675E+03   2.175E+06   2.561E-01   5.000E-01
   1.702E+03   2.139E+06   2.554E-01   5.000E-01
   1.729E+03   2.102E+06   2.532E-01   5.000E-01
   1.757E+03   2.091E+06   2.521E-01   5.000E-01
   1.785E+03   2.059E+06   2.497E-01   5.000E-01
   1.813E+03   2.030E+06   2.492E-01   5.000E-01
   1.842E+03   1.953E+06   2.480E-01   5.000E-01
   1.871E+03   1.940E+06   2.474E-01   5.000E-01
   1.900E+03   1.918E+06   2.452E-01   5.000E-01
   1.930E+03   1.921E+06   2.443E-01   5.000E-01
   1.960E+03   1.891E+06   2.415E-01   5.000E-01
   1.990E+03   1.789E+06   2.429E-01   5.000E-01
   2.021E+03   1.758E+06   2.398E-01   5.000E-01
   2.052E+03   1.758E+06   2.389E-01   5.000E-01
   2.084E+03   1.739E+06   2.362E-01   5.000E-01
   2.116E+03   1.708E+06   2.360E-01   5.000E-01
   2.148E+03   1.660E+06   2.346E-01   5.000E-01
   2.181E+03   1.641E+06   2.339E-01   5.000E-01
   2.215E+03   1.632E+06   2.318E-01   5.000E-01
   2.248E+03   1.608E+06   2.310E-01   5.000E-01
   2.282E+03   1.561E+06   2.298E-01   5.000E-01
   2.317E+03   1.557E+06   2.292E-01   5.000E-01
   2.352E+03   1.532E+06   2.258E-01   5.000E-01
   2.387E+03   1.465E+06   2.261E-01   5.000E-01
   2.423E+03   1.452E+06   2.225E-01   5.000E-01
   2.459E+03   1.424E+06   2.220E-01   5.000E-01
   2.496E+03   1.382E+06   2.203E-01   5.000E-01
   2.533E+03   1.370E+06   2.196E-01   5.000E-01
   2.571E+03   1.352E+06   2.177E-01   5.000E-01
   2.609E+03   1.322E+06   2.177E-01   5.000E-01
   2.647E+03   1.311E+06   2.149E-01   5.000E-01
   2.686E+03   1.270E+06   2.147E-01   5.000E-01
   2.726E+03   1.260E+06   2.114E-01   5.000E-01
   2.766E+03   1.216E+06   2.115E-01   5.000E-01
   2.806E+03   1.203E+06   2.089E-01   5.000E-01
   2.848E+03   1.168E+06   2.086E-01   5.000E-01
   2.889E+03   1.162E+06   2.077E-01   5.000E-01
   2.931E+03   1.147E+06   2.053E-01   5.000E-01
   2.974E+03   1.105E+06   2.053E-01   5.000E-01
   3.017E+03   1.094E+06   2.024E-01   5.000E-01
   3.060E+03   1.074E+06   2.021E-01   5.000E-01
   3.105E+03   1.067E+06   2.007E-01   5.000E-01
   3.150E+03   1.050E+06   2.009E-01   5.000E-01
   3.195E+03   1.048E+06   1.994E-01   5.000E-01
   3.241E+03   1.017E+06   1.984E-01   5.000E-01
   3.287E+03   9.730E+05   1.953E-01   5.000E-01
   3.334E+03   9.284E+05   1.929E-01   5.000E-01
   3.382E+03   8.799E+05   1.892E-01   5.000E-01
   3.430E+03   8.496E+05   1.871E-01   5.000E-01
   3.479E+03   8.233E+05   1.850E-01   5.000E-01
   3.528E+03   8.052E+05   1.837E-01   5.000E-01
   3.578E+03   7.869E+05   1.822E-01   5.000E-01
   3.629E+03   7.712E+05   1.810E-01   5.000E-01
   3.680E+03   7.523E+05   1.795E-01   5.000E-01
   3.732E+03   7.356E+05   1.781E-01   5.000E-01
   3.785E+03   7.150E+05   1.764E-01   5.000E-01
   3.838E+03   6.973E+05   1.749E-01   5.000E-01
   3.892E+03   6.793E+05   1.734E-01   5.000E-01
   3.947E+03   6.626E+05   1.721E-01   5.000E-01
   4.002E+03   6.416E+05   1.702E-01   5.000E-01
   4.058E+03   6.254E+05   1.688E-01   5.000E-01
   4.115E+03   6.087E+05   1.672E-01   5.000E-01
   4.172E+03   5.926E+05   1.657E-01   5.000E-01
   4.230E+03   5.773E+05   1.642E-01   5.000E-01
   4.289E+03   5.611E+05   1.626E-01   5.000E-01
   4.349E+03   5.445E+05   1.610E-01   5.000E-01
   4.409E+03   5.310E+05   1.596E-01   5.000E-01
   4.470E+03   5.164E+05   1.581E-01   5.000E-01
   4.532E+03   5.040E+05   1.568E-01   5.000E-01
   4.594E+03   4.909E+05   1.553E-01   5.000E-01
   4.658E+03   4.765E+05   1.538E-01   5.000E-01
   4.722E+03   4.637E+05   1.524E-01   5.000E-01
   4.787E+03   4.487E+05   1.507E-01   5.000E-01
   4.853E+03   4.369E+05   1.494E-01   5.000E-01
   4.919E+03   4.245E+05   1.479E-01   5.000E-01
   4.987E+03   4.140E+05   1.466E-01   5.000E-01
   5.055E+03   4.017E+05   1.451E-01   5.000E-01
   5.124E+03   3.908E+05   1.437E-01   5.000E-01
   5.194E+03   3.781E+05   1.421E-01   5.000E-01
   5.265E+03   3.685E+05   1.408E-01   5.000E-01
   5.337E+03   3.576E+05   1.393E-01   5.000E-01
   5.410E+03   3.498E+05   1.382E-01   5.000E-01
   5.483E+03   3.394E+05   1.368E-01   5.000E-01
   5.558E+03   3.314E+05   1.357E-01   5.000E-01
   5.633E+03   3.197E+05   1.341E-01   5.000E-01
   5.709E+03   3.107E+05   1.327E-01   5.000E-01
   5.787E+03   2.993E+05   1.310E-01   5.000E-01
   5.865E+03   2.907E+05   1.298E-01   5.000E-01
   5.944E+03   2.822E+05   1.286E-01   5.000E-01
   6.025E+03   2.748E+05   1.272E-01   5.000E-01
   6.106E+03   2.716E+05   1.255E-01   5.000E-01
   6.188E+03   2.570E+05   1.249E-01   5.000E-01
   6.271E+03   2.511E+05   1.244E-01   5.000E-01
   6.356E+03   2.507E+05   1.192E-01   5.000E-01
   6.441E+03   2.260E+05   1.213E-01   5.000E-01
   6.528E+03   2.245E+05   1.198E-01   5.000E-01
   6.615E+03   2.281E+05   1.161E-01   5.000E-01
   6.704E+03   2.120E+05   1.173E-01   5.000E-01
   6.794E+03   2.136E+05   1.135E-01   5.000E-01
   6.884E+03   1.971E+05   1.146E-01   5.000E-01
   6.976E+03   1.964E+05   1.117E-01   5.000E-01
   7.070E+03   1.892E+05   1.118E-01   5.000E-01
   7.164E+03   1.831E+05   1.102E-01   5.000E-01
   7.259E+03   1.787E+05   1.093E-01   5.000E-01
   7.356E+03   1.724E+05   1.080E-01   5.000E-01
   7.454E+03   1.677E+05   1.069E-01   5.000E-01
   7.553E+03   1.622E+05   1.057E-01   5.000E-01
   7.653E+03   1.572E+05   1.046E-01   5.000E-01
   7.755E+03   1.519E+05   1.033E-01   5.000E-01
   7.858E+03   1.471E+05   1.022E-01   5.000E-01
   7.962E+03   1.423E+05   1.010E-01   5.000E-01
   8.068E+03   1.382E+05   9.993E-02   5.000E-01
   8.174E+03   1.340E+05   9.883E-02   5.000E-01
   8.282E+03   1.304E+05   9.786E-02   5.000E-01
   8.392E+03   1.267E+05   9.690E-02   5.000E-01
   8.503E+03   1.241E+05   9.624E-02   5.000E-01
   8.615E+03   1.213E+05   9.547E-02   5.000E-01
   8.729E+03   1.203E+05   9.522E-02   5.000E-01
   8.844E+03   1.185E+05   9.462E-02   5.000E-01
   8.960E+03   1.170E+05   9.453E-02   5.000E-01
   9.078E+03   1.160E+05   9.361E-02   5.000E-01
   9.198E+03   1.143E+05   9.360E-02   5.000E-01
   9.318E+03   1.139E+05   9.295E-02   5.000E-01
   9.441E+03   1.144E+05   9.271E-02   5.000E-01
   9.565E+03   1.146E+05   9.240E-02   5.000E-01
   9.690E+03   1.093E+05   9.362E-02   5.000E-01
   9.817E+03   1.016E+05   9.453E-02   5.000E-01
   9.941E+03   8.828E+04   9.893E-02   5.000E-01
