   R [km]      D [g/ccm]   T [mev]     Y        
   6.466E+03   4.673E+05   1.716E-01   4.991E-01
   6.542E+03   4.587E+05   1.705E-01   4.991E-01
   6.618E+03   4.503E+05   1.695E-01   4.991E-01
   6.695E+03   4.419E+05   1.685E-01   4.991E-01
   6.773E+03   4.340E+05   1.675E-01   4.991E-01
   6.852E+03   4.260E+05   1.665E-01   4.991E-01
   6.931E+03   4.183E+05   1.655E-01   4.991E-01
   7.012E+03   4.108E+05   1.646E-01   4.991E-01
   7.093E+03   4.034E+05   1.636E-01   4.991E-01
   7.175E+03   3.964E+05   1.627E-01   4.991E-01
   7.258E+03   3.895E+05   1.617E-01   4.991E-01
   7.342E+03   3.817E+05   1.607E-01   4.991E-01
   7.426E+03   3.745E+05   1.597E-01   4.991E-01
   7.512E+03   3.672E+05   1.586E-01   4.991E-01
   7.599E+03   3.606E+05   1.578E-01   4.991E-01
   7.686E+03   3.540E+05   1.568E-01   4.991E-01
   7.775E+03   3.472E+05   1.558E-01   4.991E-01
   7.864E+03   3.406E+05   1.549E-01   4.991E-01
   7.955E+03   3.344E+05   1.539E-01   4.991E-01
   8.046E+03   3.284E+05   1.530E-01   4.991E-01
   8.138E+03   3.221E+05   1.520E-01   4.992E-01
   8.232E+03   3.160E+05   1.511E-01   4.992E-01
   8.326E+03   3.097E+05   1.500E-01   4.992E-01
   8.422E+03   3.037E+05   1.491E-01   4.992E-01
   8.519E+03   2.977E+05   1.481E-01   4.992E-01
   8.617E+03   2.922E+05   1.472E-01   4.992E-01
   8.715E+03   2.866E+05   1.462E-01   4.992E-01
   8.815E+03   2.812E+05   1.454E-01   4.992E-01
   8.916E+03   2.757E+05   1.443E-01   4.992E-01
   9.019E+03   2.702E+05   1.434E-01   4.992E-01
   9.122E+03   2.648E+05   1.424E-01   4.992E-01
   9.227E+03   2.596E+05   1.415E-01   4.992E-01
   9.333E+03   2.546E+05   1.406E-01   4.992E-01
   9.440E+03   2.495E+05   1.397E-01   4.992E-01
   9.548E+03   2.445E+05   1.387E-01   4.992E-01
   9.657E+03   2.396E+05   1.378E-01   4.992E-01
   9.768E+03   2.350E+05   1.369E-01   4.992E-01
   9.880E+03   2.304E+05   1.360E-01   4.992E-01
   9.993E+03   2.256E+05   1.350E-01   4.992E-01
   1.011E+04   2.209E+05   1.341E-01   4.992E-01
   1.022E+04   2.163E+05   1.331E-01   4.992E-01
   1.034E+04   2.119E+05   1.322E-01   4.992E-01
   1.046E+04   2.076E+05   1.313E-01   4.992E-01
   1.058E+04   2.035E+05   1.305E-01   4.992E-01
   1.070E+04   1.995E+05   1.295E-01   4.992E-01
   1.083E+04   1.952E+05   1.286E-01   4.992E-01
   1.095E+04   1.910E+05   1.276E-01   4.992E-01
   1.108E+04   1.870E+05   1.268E-01   4.992E-01
   1.120E+04   1.830E+05   1.258E-01   4.992E-01
   1.133E+04   1.793E+05   1.250E-01   4.992E-01
   1.146E+04   1.754E+05   1.240E-01   4.992E-01
   1.159E+04   1.717E+05   1.231E-01   4.992E-01
   1.173E+04   1.681E+05   1.223E-01   4.992E-01
   1.186E+04   1.645E+05   1.214E-01   4.992E-01
   1.200E+04   1.609E+05   1.206E-01   4.992E-01
   1.214E+04   1.574E+05   1.196E-01   4.992E-01
   1.228E+04   1.540E+05   1.187E-01   4.992E-01
   1.242E+04   1.505E+05   1.178E-01   4.992E-01
   1.256E+04   1.472E+05   1.169E-01   4.992E-01
   1.271E+04   1.440E+05   1.161E-01   4.992E-01
   1.285E+04   1.410E+05   1.152E-01   4.992E-01
   1.300E+04   1.378E+05   1.143E-01   4.992E-01
   1.315E+04   1.347E+05   1.134E-01   4.992E-01
   1.331E+04   1.316E+05   1.125E-01   4.992E-01
   1.346E+04   1.286E+05   1.116E-01   4.992E-01
   1.362E+04   1.257E+05   1.107E-01   4.992E-01
   1.377E+04   1.229E+05   1.099E-01   4.992E-01
   1.393E+04   1.201E+05   1.090E-01   4.992E-01
   1.409E+04   1.174E+05   1.081E-01   4.992E-01
   1.426E+04   1.146E+05   1.072E-01   4.992E-01
   1.442E+04   1.119E+05   1.063E-01   4.992E-01
   1.459E+04   1.093E+05   1.055E-01   4.992E-01
   1.476E+04   1.067E+05   1.046E-01   4.992E-01
   1.493E+04   1.043E+05   1.038E-01   4.992E-01
   1.510E+04   1.018E+05   1.029E-01   4.992E-01
   1.528E+04   9.936E+04   1.020E-01   4.992E-01
   1.546E+04   9.692E+04   1.011E-01   4.992E-01
   1.564E+04   9.458E+04   1.002E-01   4.992E-01
   1.582E+04   9.231E+04   9.936E-02   4.992E-01
   1.600E+04   9.009E+04   9.850E-02   4.992E-01
   1.619E+04   8.787E+04   9.763E-02   4.992E-01
   1.638E+04   8.571E+04   9.677E-02   4.992E-01
   1.657E+04   8.353E+04   9.591E-02   4.992E-01
   1.676E+04   8.145E+04   9.505E-02   4.992E-01
   1.696E+04   7.944E+04   9.419E-02   4.992E-01
   1.716E+04   7.741E+04   9.333E-02   4.992E-01
   1.736E+04   7.543E+04   9.246E-02   4.992E-01
   1.756E+04   7.351E+04   9.169E-02   4.992E-01
   1.777E+04   7.163E+04   9.083E-02   4.992E-01
   1.798E+04   6.975E+04   8.996E-02   4.992E-01
   1.819E+04   6.791E+04   8.910E-02   4.992E-01
   1.840E+04   6.612E+04   8.824E-02   4.992E-01
   1.862E+04   6.438E+04   8.738E-02   4.992E-01
   1.883E+04   6.269E+04   8.660E-02   4.992E-01
   1.906E+04   6.099E+04   8.572E-02   4.992E-01
   1.928E+04   5.932E+04   8.485E-02   4.992E-01
   1.951E+04   5.770E+04   8.402E-02   4.992E-01
   1.973E+04   5.611E+04   8.317E-02   4.992E-01
   1.997E+04   5.457E+04   8.234E-02   4.992E-01
   2.020E+04   5.307E+04   8.151E-02   4.992E-01
   2.044E+04   5.157E+04   8.068E-02   4.992E-01
   2.068E+04   5.010E+04   7.983E-02   4.992E-01
   2.092E+04   4.865E+04   7.899E-02   4.992E-01
   2.117E+04   4.725E+04   7.815E-02   4.992E-01
   2.142E+04   4.592E+04   7.734E-02   4.992E-01
   2.167E+04   4.458E+04   7.651E-02   4.992E-01
   2.193E+04   4.324E+04   7.567E-02   4.992E-01
   2.219E+04   4.194E+04   7.482E-02   4.992E-01
   2.245E+04   4.070E+04   7.401E-02   4.992E-01
   2.271E+04   3.948E+04   7.320E-02   4.992E-01
   2.298E+04   3.829E+04   7.239E-02   4.992E-01
   2.325E+04   3.709E+04   7.155E-02   4.992E-01
   2.353E+04   3.594E+04   7.073E-02   4.992E-01
   2.381E+04   3.481E+04   6.991E-02   4.992E-01
   2.409E+04   3.373E+04   6.910E-02   4.992E-01
   2.437E+04   3.266E+04   6.829E-02   4.992E-01
   2.466E+04   3.161E+04   6.748E-02   4.992E-01
   2.496E+04   3.057E+04   6.666E-02   4.992E-01
   2.525E+04   2.957E+04   6.585E-02   4.992E-01
   2.555E+04   2.861E+04   6.505E-02   4.992E-01
   2.585E+04   2.766E+04   6.425E-02   4.992E-01
   2.616E+04   2.671E+04   6.343E-02   4.992E-01
   2.647E+04   2.581E+04   6.263E-02   4.992E-01
   2.679E+04   2.493E+04   6.184E-02   4.992E-01
   2.711E+04   2.407E+04   6.105E-02   4.992E-01
   2.743E+04   2.322E+04   6.024E-02   4.992E-01
   2.775E+04   2.240E+04   5.945E-02   4.992E-01
   2.808E+04   2.160E+04   5.866E-02   4.992E-01
   2.842E+04   2.083E+04   5.787E-02   4.992E-01
   2.876E+04   2.007E+04   5.708E-02   4.992E-01
   2.910E+04   1.932E+04   5.629E-02   4.992E-01
   2.945E+04   1.860E+04   5.550E-02   4.992E-01
   2.980E+04   1.791E+04   5.473E-02   4.992E-01
   3.015E+04   1.723E+04   5.394E-02   4.992E-01
   3.051E+04   1.656E+04   5.316E-02   4.992E-01
   3.088E+04   1.592E+04   5.233E-02   4.992E-01
   3.124E+04   1.523E+04   5.150E-02   4.993E-01
   3.162E+04   1.453E+04   5.083E-02   4.993E-01
   3.199E+04   1.385E+04   5.015E-02   4.993E-01
   3.238E+04   1.320E+04   4.950E-02   4.993E-01
   3.276E+04   1.257E+04   4.885E-02   4.993E-01
   3.315E+04   1.197E+04   4.821E-02   4.993E-01
   3.355E+04   1.138E+04   4.758E-02   4.993E-01
   3.395E+04   1.082E+04   4.696E-02   4.993E-01
   3.436E+04   1.028E+04   4.637E-02   4.993E-01
   3.477E+04   9.763E+03   4.578E-02   4.993E-01
   3.519E+04   9.261E+03   4.521E-02   4.993E-01
   3.561E+04   8.779E+03   4.464E-02   4.993E-01
   3.603E+04   8.318E+03   4.409E-02   4.993E-01
   3.647E+04   7.876E+03   4.357E-02   4.993E-01
   3.690E+04   7.444E+03   4.306E-02   4.993E-01
   3.734E+04   7.021E+03   4.258E-02   4.993E-01
   3.779E+04   6.615E+03   4.211E-02   4.993E-01
   3.825E+04   6.227E+03   4.167E-02   4.993E-01
   3.871E+04   5.854E+03   4.127E-02   4.993E-01
   3.917E+04   5.499E+03   4.088E-02   4.993E-01
   3.964E+04   5.159E+03   4.051E-02   4.993E-01
   4.012E+04   4.839E+03   4.014E-02   4.993E-01
   4.060E+04   4.541E+03   3.979E-02   4.993E-01
   4.109E+04   4.273E+03   3.942E-02   4.993E-01
   4.158E+04   4.023E+03   3.909E-02   4.993E-01
   4.208E+04   3.785E+03   3.876E-02   4.993E-01
   4.258E+04   3.506E+03   3.855E-02   4.994E-01
   4.310E+04   3.346E+03   3.815E-02   4.993E-01
   4.362E+04   3.198E+03   3.755E-02   4.993E-01
   4.414E+04   3.094E+03   3.711E-02   4.993E-01
   4.467E+04   2.992E+03   3.667E-02   4.993E-01
   4.521E+04   2.894E+03   3.623E-02   4.993E-01
   4.575E+04   2.796E+03   3.579E-02   4.993E-01
   4.630E+04   2.702E+03   3.535E-02   4.993E-01
   4.686E+04   2.612E+03   3.492E-02   4.993E-01
   4.743E+04   2.525E+03   3.450E-02   4.993E-01
   4.800E+04   2.439E+03   3.407E-02   4.993E-01
   4.858E+04   2.354E+03   3.364E-02   4.993E-01
   4.916E+04   2.274E+03   3.322E-02   4.993E-01
   4.976E+04   2.197E+03   3.281E-02   4.993E-01
   5.036E+04   2.121E+03   3.240E-02   4.993E-01
   5.096E+04   2.047E+03   3.199E-02   4.993E-01
   5.158E+04   1.974E+03   3.157E-02   4.993E-01
   5.220E+04   1.905E+03   3.117E-02   4.993E-01
   5.283E+04   1.839E+03   3.077E-02   4.993E-01
   5.347E+04   1.773E+03   3.038E-02   4.993E-01
   5.412E+04   1.709E+03   2.997E-02   4.993E-01
   5.477E+04   1.647E+03   2.957E-02   4.993E-01
   5.543E+04   1.588E+03   2.919E-02   4.993E-01
   5.610E+04   1.531E+03   2.880E-02   4.993E-01
   5.678E+04   1.474E+03   2.841E-02   4.993E-01
   5.747E+04   1.419E+03   2.802E-02   4.993E-01
   5.816E+04   1.367E+03   2.764E-02   4.993E-01
   5.887E+04   1.316E+03   2.727E-02   4.993E-01
   5.958E+04   1.267E+03   2.690E-02   4.993E-01
   6.030E+04   1.217E+03   2.651E-02   4.993E-01
   6.103E+04   1.168E+03   2.614E-02   4.993E-01
   6.177E+04   1.119E+03   2.545E-02   4.993E-01
   6.252E+04   9.145E+02   2.509E-02   4.993E-01
