   R [km]      D [g/ccm]   T [mev]     Y        
   7.799E+00   2.081E+14   9.879E+00   2.737E-01
   8.021E+00   1.977E+14   9.974E+00   2.744E-01
   8.248E+00   1.883E+14   9.725E+00   2.741E-01
   8.482E+00   1.755E+14   1.009E+01   2.747E-01
   8.723E+00   1.634E+14   1.016E+01   2.763E-01
   8.970E+00   1.525E+14   1.005E+01   2.737E-01
   9.225E+00   1.361E+14   1.068E+01   2.772E-01
   9.487E+00   1.244E+14   1.062E+01   2.754E-01
   9.756E+00   1.094E+14   1.102E+01   2.764E-01
   1.003E+01   9.480E+13   1.132E+01   2.800E-01
   1.032E+01   8.236E+13   1.156E+01   2.792E-01
   1.061E+01   6.804E+13   1.218E+01   2.853E-01
   1.091E+01   5.685E+13   1.265E+01   2.896E-01
   1.122E+01   4.869E+13   1.295E+01   2.898E-01
   1.154E+01   4.234E+13   1.310E+01   2.879E-01
   1.187E+01   3.692E+13   1.319E+01   2.866E-01
   1.220E+01   3.223E+13   1.325E+01   2.859E-01
   1.255E+01   2.813E+13   1.330E+01   2.863E-01
   1.291E+01   2.461E+13   1.334E+01   2.871E-01
   1.327E+01   2.162E+13   1.337E+01   2.879E-01
   1.365E+01   1.907E+13   1.338E+01   2.887E-01
   1.404E+01   1.688E+13   1.338E+01   2.894E-01
   1.443E+01   1.500E+13   1.337E+01   2.903E-01
   1.484E+01   1.339E+13   1.334E+01   2.911E-01
   1.527E+01   1.199E+13   1.329E+01   2.920E-01
   1.570E+01   1.077E+13   1.323E+01   2.929E-01
   1.614E+01   9.712E+12   1.315E+01   2.939E-01
   1.660E+01   8.787E+12   1.305E+01   2.949E-01
   1.707E+01   7.977E+12   1.293E+01   2.960E-01
   1.756E+01   7.270E+12   1.279E+01   2.970E-01
   1.805E+01   6.648E+12   1.262E+01   2.979E-01
   1.857E+01   6.104E+12   1.243E+01   2.985E-01
   1.909E+01   5.619E+12   1.222E+01   2.991E-01
   1.964E+01   5.191E+12   1.199E+01   2.994E-01
   2.019E+01   4.809E+12   1.175E+01   2.995E-01
   2.077E+01   4.466E+12   1.148E+01   2.994E-01
   2.136E+01   4.157E+12   1.121E+01   2.988E-01
   2.196E+01   3.878E+12   1.091E+01   2.980E-01
   2.259E+01   3.624E+12   1.061E+01   2.968E-01
   2.323E+01   3.389E+12   1.030E+01   2.954E-01
   2.389E+01   3.170E+12   1.000E+01   2.939E-01
   2.456E+01   2.963E+12   9.701E+00   2.927E-01
   2.526E+01   2.768E+12   9.407E+00   2.913E-01
   2.598E+01   2.585E+12   9.117E+00   2.899E-01
   2.671E+01   2.415E+12   8.832E+00   2.881E-01
   2.747E+01   2.254E+12   8.555E+00   2.861E-01
   2.825E+01   2.102E+12   8.287E+00   2.840E-01
   2.905E+01   1.958E+12   8.033E+00   2.818E-01
   2.988E+01   1.819E+12   7.790E+00   2.798E-01
   3.073E+01   1.689E+12   7.560E+00   2.774E-01
   3.160E+01   1.564E+12   7.338E+00   2.753E-01
   3.249E+01   1.448E+12   7.128E+00   2.726E-01
   3.341E+01   1.337E+12   6.926E+00   2.702E-01
   3.436E+01   1.236E+12   6.738E+00   2.673E-01
   3.534E+01   1.137E+12   6.557E+00   2.649E-01
   3.634E+01   1.048E+12   6.394E+00   2.622E-01
   3.737E+01   9.608E+11   6.236E+00   2.601E-01
   3.843E+01   8.806E+11   6.084E+00   2.578E-01
   3.952E+01   8.041E+11   5.938E+00   2.561E-01
   4.065E+01   7.352E+11   5.798E+00   2.541E-01
   4.180E+01   6.713E+11   5.660E+00   2.524E-01
   4.298E+01   6.150E+11   5.527E+00   2.503E-01
   4.420E+01   5.616E+11   5.386E+00   2.482E-01
   4.546E+01   5.143E+11   5.242E+00   2.460E-01
   4.675E+01   4.696E+11   5.099E+00   2.441E-01
   4.808E+01   4.290E+11   4.952E+00   2.425E-01
   4.944E+01   3.903E+11   4.811E+00   2.416E-01
   5.084E+01   3.559E+11   4.682E+00   2.418E-01
   5.228E+01   3.228E+11   4.534E+00   2.425E-01
   5.377E+01   2.962E+11   4.389E+00   2.439E-01
   5.529E+01   2.646E+11   4.136E+00   2.509E-01
   5.686E+01   2.362E+11   3.707E+00   2.686E-01
   5.848E+01   1.750E+11   2.743E+00   3.712E-01
   6.014E+01   7.534E+10   2.124E+00   4.871E-01
   6.184E+01   3.613E+10   1.558E+00   4.829E-01
   6.360E+01   3.272E+10   1.467E+00   4.766E-01
   6.540E+01   2.974E+10   1.425E+00   4.712E-01
   6.726E+01   2.859E+10   1.409E+00   4.687E-01
   6.917E+01   2.672E+10   1.381E+00   4.634E-01
   7.113E+01   2.536E+10   1.366E+00   4.613E-01
   7.315E+01   2.412E+10   1.351E+00   4.595E-01
   7.522E+01   2.269E+10   1.331E+00   4.561E-01
   7.736E+01   2.148E+10   1.319E+00   4.543E-01
   7.955E+01   1.993E+10   1.296E+00   4.533E-01
   8.181E+01   1.949E+10   1.286E+00   4.514E-01
   8.413E+01   1.855E+10   1.274E+00   4.498E-01
   8.652E+01   1.705E+10   1.256E+00   4.489E-01
   8.897E+01   1.620E+10   1.242E+00   4.480E-01
   9.150E+01   1.551E+10   1.230E+00   4.470E-01
   9.409E+01   1.443E+10   1.216E+00   4.466E-01
   9.676E+01   1.364E+10   1.202E+00   4.462E-01
   9.951E+01   1.296E+10   1.190E+00   4.458E-01
   1.023E+02   1.223E+10   1.178E+00   4.455E-01
   1.052E+02   1.177E+10   1.169E+00   4.453E-01
   1.082E+02   1.115E+10   1.158E+00   4.453E-01
   1.113E+02   1.005E+10   1.139E+00   4.456E-01
   1.145E+02   9.446E+09   1.130E+00   4.457E-01
   1.177E+02   9.044E+09   1.123E+00   4.458E-01
   1.210E+02   8.682E+09   1.113E+00   4.462E-01
   1.245E+02   8.039E+09   1.099E+00   4.466E-01
   1.280E+02   7.374E+09   1.084E+00   4.470E-01
   1.316E+02   6.983E+09   1.076E+00   4.472E-01
   1.354E+02   6.613E+09   1.068E+00   4.476E-01
   1.392E+02   6.254E+09   1.061E+00   4.482E-01
   1.432E+02   5.768E+09   1.047E+00   4.488E-01
   1.472E+02   5.313E+09   1.034E+00   4.491E-01
   1.514E+02   5.023E+09   1.025E+00   4.496E-01
   1.557E+02   4.777E+09   1.018E+00   4.504E-01
   1.601E+02   4.456E+09   1.009E+00   4.507E-01
   1.647E+02   4.097E+09   9.978E-01   4.513E-01
   1.693E+02   3.926E+09   9.911E-01   4.520E-01
   1.741E+02   3.612E+09   9.793E-01   4.524E-01
   1.791E+02   3.346E+09   9.688E-01   4.530E-01
   1.842E+02   3.074E+09   9.579E-01   4.537E-01
   1.894E+02   2.956E+09   9.536E-01   4.540E-01
   1.948E+02   2.686E+09   9.411E-01   4.547E-01
   2.003E+02   2.523E+09   9.325E-01   4.551E-01
   2.060E+02   2.340E+09   9.202E-01   4.559E-01
   2.118E+02   2.192E+09   9.130E-01   4.561E-01
   2.178E+02   2.044E+09   9.049E-01   4.568E-01
   2.240E+02   1.928E+09   8.980E-01   4.573E-01
   2.304E+02   1.742E+09   8.852E-01   4.578E-01
   2.369E+02   1.640E+09   8.777E-01   4.584E-01
   2.436E+02   1.510E+09   8.662E-01   4.588E-01
   2.505E+02   1.419E+09   8.592E-01   4.594E-01
   2.576E+02   1.290E+09   8.485E-01   4.599E-01
   2.650E+02   1.209E+09   8.401E-01   4.604E-01
   2.725E+02   1.108E+09   8.299E-01   4.608E-01
   2.802E+02   1.009E+09   8.174E-01   4.613E-01
   2.882E+02   9.365E+08   8.083E-01   4.618E-01
   2.963E+02   8.578E+08   7.995E-01   4.623E-01
   3.048E+02   7.878E+08   7.880E-01   4.628E-01
   3.134E+02   7.342E+08   7.791E-01   4.632E-01
   3.223E+02   6.834E+08   7.703E-01   4.637E-01
   3.314E+02   6.363E+08   7.620E-01   4.642E-01
   3.408E+02   5.881E+08   7.530E-01   4.646E-01
   3.505E+02   5.424E+08   7.417E-01   4.651E-01
   3.604E+02   5.068E+08   7.335E-01   4.656E-01
   3.707E+02   4.696E+08   7.235E-01   4.660E-01
   3.812E+02   4.326E+08   7.142E-01   4.665E-01
   3.919E+02   3.979E+08   7.025E-01   4.669E-01
   4.028E+02   3.716E+08   6.936E-01   4.673E-01
   4.138E+02   3.437E+08   6.840E-01   4.678E-01
   4.249E+02   3.158E+08   6.736E-01   4.682E-01
   4.362E+02   2.942E+08   6.635E-01   4.685E-01
   4.476E+02   2.738E+08   6.540E-01   4.689E-01
   4.592E+02   2.542E+08   6.446E-01   4.693E-01
   4.709E+02   2.373E+08   6.355E-01   4.696E-01
   4.828E+02   2.222E+08   6.266E-01   4.700E-01
   4.948E+02   2.078E+08   6.176E-01   4.703E-01
   5.069E+02   1.937E+08   6.083E-01   4.706E-01
   5.192E+02   1.796E+08   6.004E-01   4.709E-01
   5.317E+02   1.671E+08   5.905E-01   4.712E-01
   5.443E+02   1.557E+08   5.813E-01   4.715E-01
   5.571E+02   1.444E+08   5.709E-01   4.718E-01
   5.700E+02   1.360E+08   5.577E-01   4.721E-01
   5.831E+02   1.316E+08   5.412E-01   4.725E-01
   5.963E+02   1.286E+08   5.188E-01   4.730E-01
   6.098E+02   1.225E+08   4.959E-01   4.735E-01
   6.233E+02   1.142E+08   4.881E-01   4.739E-01
   6.371E+02   1.089E+08   4.846E-01   4.743E-01
   6.510E+02   1.028E+08   4.765E-01   4.746E-01
   6.651E+02   9.472E+07   4.698E-01   4.751E-01
   6.794E+02   8.742E+07   4.663E-01   4.766E-01
   6.939E+02   8.031E+07   4.569E-01   4.814E-01
   7.085E+02   7.417E+07   4.328E-01   4.892E-01
   7.233E+02   6.012E+07   4.406E-01   4.962E-01
   7.383E+02   4.889E+07   5.126E-01   4.979E-01
   7.535E+02   4.902E+07   5.300E-01   4.980E-01
   7.689E+02   4.842E+07   4.997E-01   4.980E-01
   7.845E+02   4.440E+07   5.081E-01   4.979E-01
   8.003E+02   4.213E+07   4.914E-01   4.979E-01
   8.162E+02   3.970E+07   4.868E-01   4.979E-01
   8.324E+02   3.798E+07   4.816E-01   4.979E-01
   8.488E+02   3.735E+07   4.802E-01   4.979E-01
   8.654E+02   3.579E+07   4.748E-01   4.979E-01
   8.821E+02   3.408E+07   4.684E-01   4.979E-01
   8.991E+02   3.258E+07   4.631E-01   4.979E-01
   9.163E+02   3.106E+07   4.572E-01   4.979E-01
   9.338E+02   2.975E+07   4.517E-01   4.979E-01
   9.514E+02   2.852E+07   4.473E-01   4.980E-01
   9.692E+02   2.719E+07   4.422E-01   4.980E-01
   9.873E+02   2.578E+07   4.362E-01   4.980E-01
   1.006E+03   2.471E+07   4.311E-01   4.980E-01
   1.024E+03   2.415E+07   4.287E-01   4.980E-01
   1.043E+03   2.328E+07   4.254E-01   4.980E-01
   1.062E+03   2.267E+07   4.238E-01   4.980E-01
   1.081E+03   2.322E+07   4.260E-01   4.980E-01
   1.101E+03   2.409E+07   3.728E-01   4.980E-01
   1.120E+03   2.244E+07   3.787E-01   4.980E-01
   1.140E+03   2.151E+07   3.646E-01   4.980E-01
   1.161E+03   2.100E+07   3.618E-01   4.980E-01
   1.181E+03   2.028E+07   3.571E-01   4.980E-01
   1.202E+03   1.937E+07   3.512E-01   4.980E-01
   1.223E+03   1.870E+07   3.467E-01   4.980E-01
   1.244E+03   1.806E+07   3.425E-01   4.980E-01
   1.266E+03   1.719E+07   3.354E-01   4.980E-01
   1.287E+03   1.643E+07   3.287E-01   4.980E-01
   1.309E+03   1.576E+07   3.230E-01   4.980E-01
   1.332E+03   1.495E+07   3.168E-01   4.980E-01
   1.354E+03   1.417E+07   3.113E-01   4.980E-01
   1.377E+03   1.349E+07   3.060E-01   4.980E-01
   1.400E+03   1.298E+07   3.013E-01   4.980E-01
   1.424E+03   1.246E+07   2.952E-01   4.980E-01
   1.448E+03   1.179E+07   2.878E-01   4.980E-01
   1.472E+03   1.128E+07   2.811E-01   4.980E-01
   1.496E+03   1.072E+07   2.755E-01   4.982E-01
   1.521E+03   9.418E+06   2.902E-01   4.995E-01
   1.546E+03   7.433E+06   3.170E-01   5.002E-01
   1.571E+03   5.856E+06   3.215E-01   5.000E-01
   1.596E+03   4.671E+06   3.284E-01   5.000E-01
   1.622E+03   4.420E+06   3.254E-01   5.000E-01
   1.649E+03   4.357E+06   3.221E-01   5.000E-01
   1.675E+03   4.214E+06   3.188E-01   5.000E-01
   1.702E+03   4.097E+06   3.161E-01   5.000E-01
   1.729E+03   3.988E+06   3.136E-01   5.000E-01
   1.757E+03   3.855E+06   3.106E-01   5.000E-01
   1.785E+03   3.729E+06   3.078E-01   5.000E-01
   1.813E+03   3.619E+06   3.052E-01   5.000E-01
   1.842E+03   3.496E+06   3.017E-01   5.000E-01
   1.871E+03   3.396E+06   2.989E-01   5.000E-01
   1.900E+03   3.309E+06   2.963E-01   5.000E-01
   1.930E+03   3.255E+06   2.924E-01   5.000E-01
   1.960E+03   3.192E+06   2.900E-01   5.000E-01
   1.990E+03   3.113E+06   2.875E-01   5.000E-01
   2.021E+03   3.004E+06   2.839E-01   5.000E-01
   2.052E+03   2.950E+06   2.821E-01   5.000E-01
   2.084E+03   2.910E+06   2.807E-01   5.000E-01
   2.116E+03   2.854E+06   2.791E-01   5.000E-01
   2.148E+03   2.796E+06   2.773E-01   5.000E-01
   2.181E+03   2.723E+06   2.752E-01   5.000E-01
   2.215E+03   2.592E+06   2.707E-01   5.000E-01
   2.248E+03   2.522E+06   2.681E-01   5.000E-01
   2.282E+03   2.405E+06   2.638E-01   5.000E-01
   2.317E+03   2.275E+06   2.588E-01   5.000E-01
   2.352E+03   2.190E+06   2.555E-01   5.000E-01
   2.387E+03   2.100E+06   2.519E-01   5.000E-01
   2.423E+03   2.026E+06   2.490E-01   5.000E-01
   2.459E+03   1.970E+06   2.467E-01   5.000E-01
   2.496E+03   1.907E+06   2.442E-01   5.000E-01
   2.533E+03   1.846E+06   2.417E-01   5.000E-01
   2.571E+03   1.795E+06   2.395E-01   5.000E-01
   2.609E+03   1.742E+06   2.371E-01   5.000E-01
   2.647E+03   1.690E+06   2.346E-01   5.000E-01
   2.686E+03   1.646E+06   2.325E-01   5.000E-01
   2.726E+03   1.599E+06   2.303E-01   5.000E-01
   2.766E+03   1.549E+06   2.278E-01   5.000E-01
   2.806E+03   1.504E+06   2.255E-01   5.000E-01
   2.848E+03   1.461E+06   2.233E-01   5.000E-01
   2.889E+03   1.418E+06   2.210E-01   5.000E-01
   2.931E+03   1.376E+06   2.189E-01   5.000E-01
   2.974E+03   1.334E+06   2.169E-01   5.000E-01
   3.017E+03   1.290E+06   2.145E-01   5.000E-01
   3.060E+03   1.248E+06   2.122E-01   5.000E-01
   3.105E+03   1.212E+06   2.101E-01   5.000E-01
   3.150E+03   1.176E+06   2.080E-01   5.000E-01
   3.195E+03   1.140E+06   2.059E-01   5.000E-01
   3.241E+03   1.107E+06   2.038E-01   5.000E-01
   3.287E+03   1.076E+06   2.018E-01   5.000E-01
   3.334E+03   1.045E+06   1.998E-01   5.000E-01
   3.382E+03   1.014E+06   1.979E-01   5.000E-01
   3.430E+03   9.846E+05   1.959E-01   5.000E-01
   3.479E+03   9.574E+05   1.942E-01   5.000E-01
   3.528E+03   9.301E+05   1.925E-01   5.000E-01
   3.578E+03   9.008E+05   1.904E-01   5.000E-01
   3.629E+03   8.735E+05   1.884E-01   5.000E-01
   3.680E+03   8.476E+05   1.865E-01   5.000E-01
   3.732E+03   8.203E+05   1.845E-01   5.000E-01
   3.785E+03   7.944E+05   1.825E-01   5.000E-01
   3.838E+03   7.710E+05   1.807E-01   5.000E-01
   3.892E+03   7.491E+05   1.789E-01   5.000E-01
   3.947E+03   7.283E+05   1.772E-01   5.000E-01
   4.002E+03   7.077E+05   1.755E-01   5.000E-01
   4.058E+03   6.876E+05   1.738E-01   5.000E-01
   4.115E+03   6.674E+05   1.722E-01   5.000E-01
   4.172E+03   6.471E+05   1.704E-01   5.000E-01
   4.230E+03   6.264E+05   1.686E-01   5.000E-01
   4.289E+03   6.074E+05   1.668E-01   5.000E-01
   4.349E+03   5.896E+05   1.651E-01   5.000E-01
   4.409E+03   5.719E+05   1.635E-01   5.000E-01
   4.470E+03   5.552E+05   1.618E-01   5.000E-01
   4.532E+03   5.389E+05   1.602E-01   5.000E-01
   4.594E+03   5.232E+05   1.586E-01   5.000E-01
   4.658E+03   5.078E+05   1.570E-01   5.000E-01
   4.722E+03   4.930E+05   1.554E-01   5.000E-01
   4.787E+03   4.785E+05   1.538E-01   5.000E-01
   4.853E+03   4.638E+05   1.522E-01   5.000E-01
   4.919E+03   4.493E+05   1.506E-01   5.000E-01
   4.987E+03   4.357E+05   1.490E-01   5.000E-01
   5.055E+03   4.230E+05   1.475E-01   5.000E-01
   5.124E+03   4.105E+05   1.459E-01   5.000E-01
   5.194E+03   3.985E+05   1.445E-01   5.000E-01
   5.265E+03   3.865E+05   1.430E-01   5.000E-01
   5.337E+03   3.750E+05   1.415E-01   5.000E-01
   5.410E+03   3.639E+05   1.400E-01   5.000E-01
   5.483E+03   3.530E+05   1.385E-01   5.000E-01
   5.558E+03   3.422E+05   1.370E-01   5.000E-01
   5.633E+03   3.319E+05   1.356E-01   5.000E-01
   5.709E+03   3.220E+05   1.342E-01   5.000E-01
   5.787E+03   3.118E+05   1.327E-01   5.000E-01
   5.865E+03   3.021E+05   1.312E-01   5.000E-01
   5.944E+03   2.930E+05   1.298E-01   5.000E-01
   6.025E+03   2.842E+05   1.284E-01   5.000E-01
   6.106E+03   2.756E+05   1.261E-01   5.000E-01
   6.188E+03   2.670E+05   1.262E-01   5.000E-01
   6.271E+03   2.592E+05   1.251E-01   5.000E-01
   6.356E+03   2.509E+05   1.225E-01   5.000E-01
   6.441E+03   2.428E+05   1.185E-01   5.000E-01
   6.528E+03   2.331E+05   1.217E-01   5.000E-01
   6.615E+03   2.272E+05   1.183E-01   5.000E-01
   6.704E+03   2.197E+05   1.170E-01   5.000E-01
   6.794E+03   2.126E+05   1.158E-01   5.000E-01
   6.884E+03   2.059E+05   1.145E-01   5.000E-01
   6.976E+03   1.996E+05   1.134E-01   5.000E-01
   7.070E+03   1.932E+05   1.121E-01   5.000E-01
   7.164E+03   1.870E+05   1.109E-01   5.000E-01
   7.259E+03   1.813E+05   1.097E-01   5.000E-01
   7.356E+03   1.760E+05   1.086E-01   5.000E-01
   7.454E+03   1.703E+05   1.073E-01   5.000E-01
   7.553E+03   1.646E+05   1.061E-01   5.000E-01
   7.653E+03   1.593E+05   1.049E-01   5.000E-01
   7.755E+03   1.543E+05   1.038E-01   5.000E-01
   7.858E+03   1.494E+05   1.026E-01   5.000E-01
   7.962E+03   1.448E+05   1.015E-01   5.000E-01
   8.068E+03   1.402E+05   1.003E-01   5.000E-01
   8.174E+03   1.360E+05   9.925E-02   5.000E-01
   8.282E+03   1.319E+05   9.815E-02   5.000E-01
   8.392E+03   1.280E+05   9.711E-02   5.000E-01
   8.503E+03   1.238E+05   9.598E-02   5.000E-01
   8.615E+03   1.198E+05   9.485E-02   5.000E-01
   8.729E+03   1.157E+05   9.366E-02   5.000E-01
   8.844E+03   1.119E+05   9.255E-02   5.000E-01
   8.960E+03   1.083E+05   9.146E-02   5.000E-01
   9.078E+03   1.052E+05   9.048E-02   5.000E-01
   9.198E+03   1.016E+05   8.949E-02   5.000E-01
   9.318E+03   9.922E+04   8.863E-02   5.000E-01
   9.441E+03   9.856E+04   8.803E-02   5.000E-01
   9.565E+03   9.811E+04   8.756E-02   5.000E-01
   9.690E+03   9.545E+04   8.709E-02   5.000E-01
   9.817E+03   8.962E+04   8.743E-02   5.000E-01
   9.941E+03   8.954E+04   8.741E-02   5.000E-01
