   1.00100006E-03   1.00000000       1.25663716E-14  0.750000000    
   2.00100010E-03   1.00000000       1.25915305E-08  0.750000000    
   3.00100027E-03  0.999996841       6.29072971E-08  0.749996841    
   4.00100043E-03  0.999989867       1.76079709E-07  0.749989867    
   5.00100059E-03  0.999978840       3.77240212E-07  0.749978840    
   6.00100076E-03  0.999963760       6.91518608E-07  0.749963760    
   7.00100092E-03  0.999944568       1.14404247E-06  0.749944568    
   8.00100062E-03  0.999921203       1.75993659E-06  0.749921203    
   9.00100078E-03  0.999893725       2.56432213E-06  0.749893725    
   1.00010009E-02  0.999862075       3.58231637E-06  0.749862075    
   1.10010011E-02  0.999826252       4.83903204E-06  0.749826252    
   1.20010013E-02  0.999786258       6.35957531E-06  0.749786258    
   1.30010014E-02  0.999742091       8.16904776E-06  0.749742091    
   1.40010016E-02  0.999693751       1.02925442E-05  0.749693751    
   1.50010018E-02  0.999641240       1.27551511E-05  0.749641240    
   1.60010010E-02  0.999584556       1.55819489E-05  0.749584556    
   1.70010012E-02  0.999523699       1.87980058E-05  0.749523759    
   1.80010013E-02  0.999458671       2.24283849E-05  0.749458730    
   1.90010015E-02  0.999389470       2.64981391E-05  0.749389529    
   2.00010017E-02  0.999316096       3.10323085E-05  0.749316156    
   2.10010018E-02  0.999238551       3.60559206E-05  0.749238670    
   2.20010020E-02  0.999156833       4.15939976E-05  0.749156952    
   2.30010021E-02  0.999070942       4.76715468E-05  0.749071121    
   2.40010023E-02  0.998980880       5.43135611E-05  0.748981059    
   2.50010025E-02  0.998886645       6.15450190E-05  0.748886824    
   2.60010026E-02  0.998788238       6.93908878E-05  0.748788476    
   2.70010028E-02  0.998685658       7.78761168E-05  0.748685956    
   2.80010030E-02  0.998578906       8.70256408E-05  0.748579264    
   2.90010031E-02  0.998468041       9.68643799E-05  0.748468399    
   3.00010033E-02  0.998353004       1.07417240E-04  0.748353422    
   3.10010035E-02  0.998233795       1.18709104E-04  0.748234272    
   3.20010036E-02  0.998110414       1.30764834E-04  0.748111010    
   3.30010019E-02  0.997982860       1.43609286E-04  0.747983575    
   3.40010002E-02  0.997851193       1.57267292E-04  0.747851968    
   3.50009985E-02  0.997715354       1.71763662E-04  0.747716248    
   3.60009968E-02  0.997575343       1.87123180E-04  0.747576296    
   3.70009951E-02  0.997431219       2.03370611E-04  0.747432351    
   3.80009934E-02  0.997282922       2.20530710E-04  0.747284174    
   3.90009917E-02  0.997130513       2.38628199E-04  0.747131884    
   4.00009900E-02  0.996973932       2.57687760E-04  0.746975422    
   4.10009883E-02  0.996813238       2.77734100E-04  0.746814907    
   4.20009866E-02  0.996648371       2.98791856E-04  0.746650219    
   4.30009849E-02  0.996479392       3.20885680E-04  0.746481478    
   4.40009832E-02  0.996306241       3.44040163E-04  0.746308506    
   4.50009815E-02  0.996128976       3.68279871E-04  0.746131480    
   4.60009798E-02  0.995947599       3.93629365E-04  0.745950341    
   4.70009781E-02  0.995762110       4.20113181E-04  0.745765090    
   4.80009764E-02  0.995572448       4.47755796E-04  0.745575666    
   4.90009747E-02  0.995378673       4.76581685E-04  0.745382190    
   5.00009730E-02  0.995180786       5.06615324E-04  0.745184660    
   5.10009713E-02  0.994978786       5.37881046E-04  0.744982958    
   5.20009696E-02  0.994772673       5.70403296E-04  0.744777262    
   5.30009679E-02  0.994562447       6.04206405E-04  0.744567394    
   5.40009663E-02  0.994348168       6.39314705E-04  0.744353533    
   5.50009646E-02  0.994129777       6.75752468E-04  0.744135499    
   5.60009629E-02  0.993907273       7.13543908E-04  0.743913472    
   5.70009612E-02  0.993680656       7.52713298E-04  0.743687332    
   5.80009595E-02  0.993449986       7.93284795E-04  0.743457139    
   5.90009578E-02  0.993215203       8.35282553E-04  0.743222892    
   6.00009561E-02  0.992976367       8.78730731E-04  0.742984593    
   6.10009544E-02  0.992733419       9.23653366E-04  0.742742240    
   6.20009527E-02  0.992486417       9.70074499E-04  0.742495835    
   6.30009547E-02  0.992235303       1.01801811E-03  0.742245376    
   6.40009567E-02  0.991980135       1.06750824E-03  0.741990864    
   6.50009587E-02  0.991720915       1.11856882E-03  0.741732359    
   6.60009608E-02  0.991457641       1.17122370E-03  0.741469800    
   6.70009628E-02  0.991190314       1.22549676E-03  0.741203308    
   6.80009648E-02  0.990918934       1.28141185E-03  0.740932703    
   6.90009668E-02  0.990643501       1.33899273E-03  0.740658164    
   7.00009689E-02  0.990364015       1.39826315E-03  0.740379572    
   7.10009709E-02  0.990080476       1.45924673E-03  0.740096927    
   7.20009729E-02  0.989792943       1.52196712E-03  0.739810348    
   7.30009750E-02  0.989501357       1.58644805E-03  0.739519775    
   7.40009770E-02  0.989205778       1.65271293E-03  0.739225268    
   7.50009790E-02  0.988906145       1.72078540E-03  0.738926709    
   7.60009810E-02  0.988602519       1.79068884E-03  0.738624215    
   7.70009831E-02  0.988294840       1.86244678E-03  0.738317728    
   7.80009851E-02  0.987983167       1.93608261E-03  0.738007307    
   7.90009871E-02  0.987667501       2.01161951E-03  0.737692893    
   8.00009891E-02  0.987347841       2.08908087E-03  0.737374544    
   8.10009912E-02  0.987024188       2.16849009E-03  0.737052321    
   8.20009932E-02  0.986696541       2.24987022E-03  0.736726105    
   8.30009952E-02  0.986364901       2.33324431E-03  0.736395955    
   8.40009972E-02  0.986029327       2.41863565E-03  0.736061931    
   8.50009993E-02  0.985689759       2.50606728E-03  0.735723972    
   8.60010013E-02  0.985346198       2.59556226E-03  0.735382080    
   8.70010033E-02  0.984998703       2.68714339E-03  0.735036314    
   8.80010054E-02  0.984647274       2.78083351E-03  0.734686673    
   8.90010074E-02  0.984291852       2.87665566E-03  0.734333158    
   9.00010094E-02  0.983932495       2.97463266E-03  0.733975649    
   9.10010114E-02  0.983569205       3.07478709E-03  0.733614385    
   9.20010135E-02  0.983201981       3.17714177E-03  0.733249187    
   9.30010155E-02  0.982830822       3.28171928E-03  0.732880116    
   9.40010175E-02  0.982455730       3.38854222E-03  0.732507229    
   9.50010195E-02  0.982076764       3.49763292E-03  0.732130527    
   9.60010216E-02  0.981693864       3.60901421E-03  0.731749952    
   9.70010236E-02  0.981307089       3.72270821E-03  0.731365561    
   9.80010256E-02  0.980916381       3.83873750E-03  0.730977297    
   9.90010276E-02  0.980521798       3.95712443E-03  0.730585337    
  0.100001030      0.980123341       4.07789089E-03  0.730189443    
  0.101001032      0.979721010       4.20105923E-03  0.729789853    
  0.102001034      0.979314804       4.32665180E-03  0.729386449    
  0.103001036      0.978904724       4.45469050E-03  0.728979230    
  0.104001038      0.978490770       4.58519720E-03  0.728568256    
  0.105001040      0.978072941       4.71819425E-03  0.728153467    
  0.106001042      0.977651298       4.85370308E-03  0.727734923    
  0.107001044      0.977225780       4.99174604E-03  0.727312684    
  0.108001046      0.976796448       5.13234455E-03  0.726886630    
  0.109001048      0.976363301       5.27552050E-03  0.726456881    
  0.110001050      0.975926280       5.42129530E-03  0.726023376    
  0.111001052      0.975485444       5.56969084E-03  0.725586176    
  0.112001054      0.975040793       5.72072854E-03  0.725145221    
  0.113001056      0.974592388       5.87442983E-03  0.724700570    
  0.114001058      0.974140167       6.03081565E-03  0.724252284    
  0.115001060      0.973684132       6.18990790E-03  0.723800242    
  0.116001062      0.973224342       6.35172753E-03  0.723344564    
  0.117001064      0.972760797       6.51629595E-03  0.722885251    
  0.118001066      0.972293437       6.68363413E-03  0.722422123    
  0.119001068      0.971822321       6.85376348E-03  0.721955478    
  0.120001070      0.971347451       7.02670449E-03  0.721485138    
  0.121001072      0.970868886       7.20247859E-03  0.721011281    
  0.122001074      0.970386565       7.38110626E-03  0.720533729    
  0.123001076      0.969900489       7.56260846E-03  0.720052481    
  0.124001078      0.969410717       7.74700567E-03  0.719567776    
  0.125001073      0.968917191       7.93431886E-03  0.719079316    
  0.126001075      0.968419969       8.12456850E-03  0.718587339    
  0.127001077      0.967919052       8.31777509E-03  0.718091846    
  0.128001079      0.967414439       8.51395912E-03  0.717592716    
  0.129001081      0.966906130       8.71314108E-03  0.717090011    
  0.130001083      0.966394186       8.91534053E-03  0.716583848    
  0.131001085      0.965878546       9.12057888E-03  0.716074109    
  0.132001087      0.965359271       9.32887569E-03  0.715560853    
  0.133001089      0.964836299       9.54025052E-03  0.715044022    
  0.134001091      0.964309692       9.75472387E-03  0.714523733    
  0.135001093      0.963779449       9.97231621E-03  0.713999867    
  0.136001095      0.963245571       1.01930462E-02  0.713472605    
  0.137001097      0.962708056       1.04169343E-02  0.712941766    
  0.138001099      0.962166965       1.06440010E-02  0.712407529    
  0.139001101      0.961622238       1.08742649E-02  0.711869836    
  0.140001103      0.961073935       1.11077456E-02  0.711328745    
  0.141001105      0.960522056       1.13444626E-02  0.710784137    
  0.142001107      0.959966540       1.15844356E-02  0.710236073    
