# r, rho, v, e
5.7166813176001786E+04 7.6498794062683311E+12 -1.7684333294015953E+06 1.8981679101193884E+28
5.7184504834769454E+04 7.6426389949106201E+12 -1.7690520954916889E+06 1.8957728661665205E+28
5.7202196493537136E+04 7.6354077025337822E+12 -1.7696708681087818E+06 1.8933815934504310E+28
5.7219888152304819E+04 7.6281855147858584E+12 -1.7702896472528889E+06 1.8909940848490347E+28
5.7237579811072501E+04 7.6209724173419248E+12 -1.7709084329240399E+06 1.8886103332559121E+28
5.7255271469840183E+04 7.6137683959037822E+12 -1.7715272251223421E+06 1.8862303315801866E+28
5.7272963128607851E+04 7.6065734362007832E+12 -1.7721460238477699E+06 1.8838540727467794E+28
5.7290654787375533E+04 7.5993875239886846E+12 -1.7727648291004226E+06 1.8814815496960095E+28
5.7308346446143216E+04 7.5922106450501709E+12 -1.7733836408803938E+06 1.8791127553837470E+28
5.7326038104910898E+04 7.5850427851949277E+12 -1.7740024591877223E+06 1.8767476827814190E+28
5.7343729763678581E+04 7.5778839302595576E+12 -1.7746212840224241E+06 1.8743863248759613E+28
5.7361421422446248E+04 7.5707340661070732E+12 -1.7752401153845715E+06 1.8720286746696317E+28
5.7379113081213931E+04 7.5635931786266885E+12 -1.7758589532743413E+06 1.8696747251799227E+28
5.7396804739981613E+04 7.5564612537350322E+12 -1.7764777976917224E+06 1.8673244694399415E+28
5.7414496398749296E+04 7.5493382773749883E+12 -1.7770966486367581E+06 1.8649779004980089E+28
5.7432188057516978E+04 7.5422242355151377E+12 -1.7777155061096747E+06 1.8626350114174550E+28
5.7449879716284646E+04 7.5351191141514453E+12 -1.7783343701104755E+06 1.8602957952771580E+28
5.7467571375052328E+04 7.5280228993059512E+12 -1.7789532406392156E+06 1.8579602451710936E+28
5.7485263033820011E+04 7.5209355770264121E+12 -1.7795721176960983E+06 1.8556283542081948E+28
5.7502954692587693E+04 7.5138571333876748E+12 -1.7801910012811173E+06 1.8533001155127902E+28
5.7520646351355375E+04 7.5067875544900264E+12 -1.7808098913944454E+06 1.8509755222240370E+28
5.7538338010123043E+04 7.4997268264602617E+12 -1.7814287880361576E+06 1.8486545674962567E+28
5.7556029668890726E+04 7.4926749354511162E+12 -1.7820476912063605E+06 1.8463372444987294E+28
5.7573721327658408E+04 7.4856318676410752E+12 -1.7826666009052233E+06 1.8440235464156108E+28
5.7591412986426090E+04 7.4785976092349062E+12 -1.7832855171328317E+06 1.8417134664460903E+28
5.7609104645193773E+04 7.4715721464632275E+12 -1.7839044398892839E+06 1.8394069978042286E+28
5.7626796303961441E+04 7.4645554655821826E+12 -1.7845233691747545E+06 1.8371041337188327E+28
5.7644487962729123E+04 7.4575475528738887E+12 -1.7851423049893642E+06 1.8348048674335879E+28
5.7662179621496805E+04 7.4505483946463584E+12 -1.7857612473331953E+06 1.8325091922070072E+28
5.7679871280264488E+04 7.4435579772327109E+12 -1.7863801962064693E+06 1.8302171013121605E+28
5.7697562939032170E+04 7.4365762869922168E+12 -1.7869991516092697E+06 1.8279285880369942E+28
5.7715254597799838E+04 7.4296033103093555E+12 -1.7876181135417689E+06 1.8256436456840063E+28
5.7732946256567520E+04 7.4226390335942451E+12 -1.7882370820040971E+06 1.8233622675703695E+28
5.7750637915335203E+04 7.4156834432823291E+12 -1.7888560569964240E+06 1.8210844470278065E+28
5.7768329574102885E+04 7.4087365258343965E+12 -1.7894750385189236E+06 1.8188101774025835E+28
5.7786021232870567E+04 7.4017982677367969E+12 -1.7900940265717087E+06 1.8165394520555587E+28
5.7803712891638235E+04 7.3948686555007832E+12 -1.7907130211549948E+06 1.8142722643619505E+28
5.7821404550405918E+04 7.3879476756630400E+12 -1.7913320222689339E+06 1.8120086077114925E+28
5.7839096209173600E+04 7.3810353147855029E+12 -1.7919510299136634E+06 1.8097484755083565E+28
5.7856787867941282E+04 7.3741315594547520E+12 -1.7925700440894368E+06 1.8074918611709342E+28
5.7874479526708965E+04 7.3672363962830049E+12 -1.7931890647963602E+06 1.8052387581321475E+28
5.7892171185476633E+04 7.3603498119070254E+12 -1.7938080920346538E+06 1.8029891598390713E+28
5.7909862844244315E+04 7.3534717929888652E+12 -1.7944271258044541E+06 1.8007430597531585E+28
5.7927554503011997E+04 7.3466023262148633E+12 -1.7950461661060441E+06 1.7985004513498957E+28
5.7945246161779680E+04 7.3397413982968418E+12 -1.7956652129395551E+06 1.7962613281191765E+28
5.7962937820547362E+04 7.3328889959708467E+12 -1.7962842663052464E+06 1.7940256835648722E+28
5.7980629479315030E+04 7.3260451059983135E+12 -1.7969033262032240E+06 1.7917935112051950E+28
5.7998321138082712E+04 7.3192097151648896E+12 -1.7975223926337038E+06 1.7895648045722945E+28
5.8016012796850395E+04 7.3123828102804756E+12 -1.7981414655969953E+06 1.7873395572122571E+28
5.8033704455618077E+04 7.3055643781802314E+12 -1.7987605450932346E+06 1.7851177626854139E+28
5.8051396114385760E+04 7.2987544057233271E+12 -1.7993796311226829E+06 1.7828994145659161E+28
5.8069087773153427E+04 7.2919528797939502E+12 -1.7999987236854758E+06 1.7806845064420474E+28
5.8086779431921110E+04 7.2851597872997861E+12 -1.8006178227819558E+06 1.7784730319157116E+28
5.8104471090688792E+04 7.2783751151739307E+12 -1.8012369284122223E+06 1.7762649846030362E+28
5.8122162749456475E+04 7.2715988503727637E+12 -1.8018560405766121E+06 1.7740603581336649E+28
5.8139854408224142E+04 7.2648309798774229E+12 -1.8024751592753506E+06 1.7718591461512194E+28
5.8157546066991825E+04 7.2580714906933916E+12 -1.8030942845086169E+06 1.7696613423131493E+28
5.8175237725759507E+04 7.2513203698499033E+12 -1.8037134162766929E+06 1.7674669402905186E+28
5.8192929384527190E+04 7.2445776044004131E+12 -1.8043325545798296E+06 1.7652759337681443E+28
5.8210621043294872E+04 7.2378431814224668E+12 -1.8049516994182623E+06 1.7630883164445369E+28
5.8228312702062540E+04 7.2311170880175625E+12 -1.8055708507922438E+06 1.7609040820318375E+28
5.8246004360830222E+04 7.2243993113111504E+12 -1.8061900087020101E+06 1.7587232242558009E+28
5.8263696019597905E+04 7.2176898384522188E+12 -1.8068091731478956E+06 1.7565457368556449E+28
5.8281387678365587E+04 7.2109886566140566E+12 -1.8074283441301163E+06 1.7543716135842815E+28
5.8299079337133269E+04 7.2042957529936074E+12 -1.8080475216489187E+06 1.7522008482080888E+28
5.8316770995900937E+04 7.1976111148115537E+12 -1.8086667057045463E+06 1.7500334345069238E+28
5.8334462654668620E+04 7.1909347293116162E+12 -1.8092858962974055E+06 1.7478693662738765E+28
5.8352154313436302E+04 7.1842665837619727E+12 -1.8099050934276965E+06 1.7457086373157148E+28
5.8369845972203984E+04 7.1776066654543975E+12 -1.8105242970956133E+06 1.7435512414525885E+28
5.8387537630971667E+04 7.1709549617032119E+12 -1.8111435073015955E+06 1.7413971725176725E+28
5.8405229289739334E+04 7.1643114598471182E+12 -1.8117627240458569E+06 1.7392464243577449E+28
5.8422920948507017E+04 7.1576761472478828E+12 -1.8123819473287030E+06 1.7370989908327441E+28
5.8440612607274699E+04 7.1510490112907383E+12 -1.8130011771504146E+06 1.7349548658158816E+28
5.8458304266042382E+04 7.1444300393840986E+12 -1.8136204135113121E+06 1.7328140431935355E+28
5.8475995924810064E+04 7.1378192189597939E+12 -1.8142396564116720E+06 1.7306765168653077E+28
5.8493687583577732E+04 7.1312165374725137E+12 -1.8148589058518775E+06 1.7285422807438295E+28
5.8511379242345414E+04 7.1246219824007891E+12 -1.8154781618321305E+06 1.7264113287550634E+28
5.8529070901113097E+04 7.1180355412454795E+12 -1.8160974243528391E+06 1.7242836548377947E+28
5.8546762559880779E+04 7.1114572015311738E+12 -1.8167166934142462E+06 1.7221592529440719E+28
5.8564454218648461E+04 7.1048869508049580E+12 -1.8173359690167313E+06 1.7200381170387909E+28
5.8582145877416129E+04 7.0983247766370547E+12 -1.8179552511606251E+06 1.7179202410998840E+28
5.8599837536183812E+04 7.0917706666209209E+12 -1.8185745398461916E+06 1.7158056191183394E+28
5.8617529194951494E+04 7.0852246083723125E+12 -1.8191938350738299E+06 1.7136942450978794E+28
5.8635220853719176E+04 7.0786865895301865E+12 -1.8198131368438527E+06 1.7115861130552374E+28
5.8652912512486859E+04 7.0721565977562734E+12 -1.8204324451565724E+06 1.7094812170200043E+28
5.8670604171254527E+04 7.0656346207347656E+12 -1.8210517600123659E+06 1.7073795510345120E+28
5.8688295830022209E+04 7.0591206461727158E+12 -1.8216710814115729E+06 1.7052811091539458E+28
5.8705987488789891E+04 7.0526146617997783E+12 -1.8222904093545296E+06 1.7031858854462455E+28
5.8723679147557574E+04 7.0461166553679756E+12 -1.8229097438416351E+06 1.7010938739920147E+28
5.8741370806325256E+04 7.0396266146522930E+12 -1.8235290848731808E+06 1.6990050688846973E+28
5.8759062465092924E+04 7.0331445274496855E+12 -1.8241484324495881E+06 1.6969194642302397E+28
5.8776754123860606E+04 7.0266703815798896E+12 -1.8247677865711860E+06 1.6948370541473404E+28
5.8794445782628289E+04 7.0202041648848916E+12 -1.8253871472383470E+06 1.6927578327672601E+28
5.8812137441395971E+04 7.0137458652289785E+12 -1.8260065144514511E+06 1.6906817942338240E+28
5.8829829100163653E+04 7.0072954704986924E+12 -1.8266258882108873E+06 1.6886089327033925E+28
5.8847520758931321E+04 7.0008529686030918E+12 -1.8272452685169820E+06 1.6865392423449280E+28
5.8865212417699004E+04 6.9944183474728516E+12 -1.8278646553702049E+06 1.6844727173396918E+28
5.8882904076466686E+04 6.9879915950616475E+12 -1.8284840487708086E+06 1.6824093518816734E+28
5.8900595735234368E+04 6.9815726993441768E+12 -1.8291034487193238E+06 1.6803491401769389E+28
5.8918287394002051E+04 6.9751616483181338E+12 -1.8297228552160459E+06 1.6782920764442508E+28
5.8935979052769719E+04 6.9687584300025254E+12 -1.8303422682614438E+06 1.6762381549145120E+28
5.8953670711537401E+04 6.9623630324387910E+12 -1.8309616878558693E+06 1.6741873698311099E+28
5.8971362370305083E+04 6.9559754436901221E+12 -1.8315811139997100E+06 1.6721397154496829E+28
5.8989054029072766E+04 6.9495956518413389E+12 -1.8322005466934224E+06 1.6700951860380658E+28
5.9006745687840448E+04 6.9432236449992881E+12 -1.8328199859374119E+06 1.6680537758764043E+28
5.9024437346608116E+04 6.9368594112927051E+12 -1.8334394317320487E+06 1.6660154792570924E+28
5.9042129005375798E+04 6.9305029388717383E+12 -1.8340588840777874E+06 1.6639802904846077E+28
5.9059820664143481E+04 6.9241542159083125E+12 -1.8346783429750630E+06 1.6619482038756119E+28
5.9077512322911163E+04 6.9178132305962920E+12 -1.8352978084242216E+06 1.6599192137589888E+28
5.9095203981678831E+04 6.9114799711505488E+12 -1.8359172804257772E+06 1.6578933144755303E+28
5.9112895640446513E+04 6.9051544258080459E+12 -1.8365367589800847E+06 1.6558705003782699E+28
5.9130587299214196E+04 6.8988365828267119E+12 -1.8371562440876483E+06 1.6538507658321062E+28
5.9148278957981878E+04 6.8925264304864043E+12 -1.8377757357488461E+06 1.6518341052140973E+28
5.9165970616749561E+04 6.8862239570878281E+12 -1.8383952339642041E+06 1.6498205129131007E+28
5.9183662275517228E+04 6.8799291509536621E+12 -1.8390147387340858E+06 1.6478099833301179E+28
5.9201353934284911E+04 6.8736420004275410E+12 -1.8396342500589492E+06 1.6458025108779553E+28
5.9219045593052593E+04 6.8673624938742109E+12 -1.8402537679392959E+06 1.6437980899812590E+28
5.9236737251820276E+04 6.8610906196798672E+12 -1.8408732923755653E+06 1.6417967150766082E+28
5.9254428910587958E+04 6.8548263662521553E+12 -1.8414928233681342E+06 1.6397983806125016E+28
5.9272120569355626E+04 6.8485697220190830E+12 -1.8421123609175766E+06 1.6378030810489953E+28
5.9289812228123308E+04 6.8423206754303848E+12 -1.8427319050242973E+06 1.6358108108581240E+28
5.9307503886890991E+04 6.8360792149565869E+12 -1.8433514556887760E+06 1.6338215645235881E+28
5.9325195545658673E+04 6.8298453290891787E+12 -1.8439710129114955E+06 1.6318353365407946E+28
5.9342887204426355E+04 6.8236190063407393E+12 -1.8445905766929071E+06 1.6298521214168836E+28
5.9360578863194023E+04 6.8174002352445498E+12 -1.8452101470335161E+06 1.6278719136705893E+28
5.9378270521961706E+04 6.8111890043548896E+12 -1.8458297239337948E+06 1.6258947078323218E+28
5.9395962180729388E+04 6.8049853022467881E+12 -1.8464493073942342E+06 1.6239204984440720E+28
5.9413653839497070E+04 6.7987891175161953E+12 -1.8470688974152899E+06 1.6219492800594540E+28
5.9431345498264753E+04 6.7926004387793955E+12 -1.8476884939975215E+06 1.6199810472435033E+28
5.9449037157032421E+04 6.7864192546737627E+12 -1.8483080971413828E+06 1.6180157945729024E+28
5.9466728815800103E+04 6.7802455538572822E+12 -1.8489277068473420E+06 1.6160535166358164E+28
5.9484420474567785E+04 6.7740793250079971E+12 -1.8495473231160054E+06 1.6140942080317024E+28
5.9502112133335468E+04 6.7679205568253359E+12 -1.8501669459477651E+06 1.6121378633717171E+28
5.9519803792103150E+04 6.7617692380287256E+12 -1.8507865753431486E+06 1.6101844772782631E+28
5.9537495450870818E+04 6.7556253573579043E+12 -1.8514062113027312E+06 1.6082340443850728E+28
5.9555187109638500E+04 6.7494889035733066E+12 -1.8520258538270122E+06 1.6062865593373197E+28
5.9572878768406183E+04 6.7433598654558555E+12 -1.8526455029164667E+06 1.6043420167915368E+28
5.9590570427173865E+04 6.7372382318065059E+12 -1.8532651585716505E+06 1.6024004114154568E+28
5.9608262085941547E+04 6.7311239914466299E+12 -1.8538848207930934E+06 1.6004617378881247E+28
5.9625953744709215E+04 6.7250171332179375E+12 -1.8545044895812988E+06 1.5985259908998548E+28
5.9643645403476898E+04 6.7189176459821377E+12 -1.8551241649368308E+06 1.5965931651521115E+28
5.9661337062244580E+04 6.7128255186211494E+12 -1.8557438468602435E+06 1.5946632553575638E+28
5.9679028721012262E+04 6.7067407400373125E+12 -1.8563635353520100E+06 1.5927362562401363E+28
5.9696720379779945E+04 6.7006632991526484E+12 -1.8569832304127144E+06 1.5908121625347626E+28
5.9714412038547613E+04 6.6945931849094873E+12 -1.8576029320428753E+06 1.5888909689875716E+28
5.9732103697315295E+04 6.6885303862697803E+12 -1.8582226402431042E+06 1.5869726703556543E+28
5.9749795356082977E+04 6.6824748922160459E+12 -1.8588423550138574E+06 1.5850572614073509E+28
5.9767487014850660E+04 6.6764266917498428E+12 -1.8594620763558240E+06 1.5831447369217549E+28
5.9785178673618342E+04 6.6703857738933926E+12 -1.8600818042694831E+06 1.5812350916892128E+28
5.9802870332386010E+04 6.6643521276885430E+12 -1.8607015387553684E+06 1.5793283205109816E+28
5.9820561991153692E+04 6.6583257421966006E+12 -1.8613212798141034E+06 1.5774244181991650E+28
5.9838253649921375E+04 6.6523066064989609E+12 -1.8619410274462223E+06 1.5755233795768979E+28
5.9855945308689057E+04 6.6462947096965361E+12 -1.8625607816523125E+06 1.5736251994781518E+28
5.9873636967456740E+04 6.6402900409099141E+12 -1.8631805424329601E+06 1.5717298727477745E+28
5.9891328626224407E+04 6.6342925892792285E+12 -1.8638003097887668E+06 1.5698373942414336E+28
5.9909020284992090E+04 6.6283023439645537E+12 -1.8644200837202426E+06 1.5679477588257281E+28
5.9926711943759772E+04 6.6223192941450156E+12 -1.8650398642280363E+06 1.5660609613778975E+28
5.9944403602527454E+04 6.6163434290194775E+12 -1.8656596513127214E+06 1.5641769967860218E+28
5.9962095261295137E+04 6.6103747378063242E+12 -1.8662794449748669E+06 1.5622958599489424E+28
5.9979786920062805E+04 6.6044132097431719E+12 -1.8668992452150888E+06 1.5604175457761578E+28
5.9997478578830487E+04 6.5984588340868984E+12 -1.8675190520340332E+06 1.5585420491878193E+28
6.0015170237598169E+04 6.5925116001142852E+12 -1.8681388654321961E+06 1.5566693651149214E+28
6.0032861896365852E+04 6.5865714971205361E+12 -1.8687586854103154E+06 1.5547994884988219E+28
6.0050553555133520E+04 6.5806385144211504E+12 -1.8693785119688355E+06 1.5529324142918195E+28
6.0068245213901202E+04 6.5747126413495684E+12 -1.8699983451085659E+06 1.5510681374563976E+28
6.0085936872668884E+04 6.5687938672594990E+12 -1.8706181848300034E+06 1.5492066529659493E+28
6.0103628531436567E+04 6.5628821815235264E+12 -1.8712380311337230E+06 1.5473479558043203E+28
6.0121320190204249E+04 6.5569775735326689E+12 -1.8718578840204850E+06 1.5454920409656616E+28
6.0139011848971917E+04 6.5510800326978770E+12 -1.8724777434908054E+06 1.5436389034548859E+28
6.0156703507739599E+04 6.5451895484485742E+12 -1.8730976095453484E+06 1.5417885382871990E+28
6.0174395166507282E+04 6.5393061102334766E+12 -1.8737174821846935E+06 1.5399409404883404E+28
6.0192086825274964E+04 6.5334297075195439E+12 -1.8743373614096206E+06 1.5380961050942454E+28
6.0209778484042647E+04 6.5275603297935449E+12 -1.8749572472206440E+06 1.5362540271515232E+28
6.0227470142810314E+04 6.5216979665606104E+12 -1.8755771396184240E+06 1.5344147017169888E+28
6.0245161801577997E+04 6.5158426073446201E+12 -1.8761970386036406E+06 1.5325781238577731E+28
6.0262853460345679E+04 6.5099942416885352E+12 -1.8768169441768846E+06 1.5307442886514149E+28
6.0280545119113362E+04 6.5041528591535703E+12 -1.8774368563388912E+06 1.5289131911855893E+28
6.0298236777881044E+04 6.4983184493200146E+12 -1.8780567750902872E+06 1.5270848265583516E+28
6.0315928436648712E+04 6.4924910017869453E+12 -1.8786767004316626E+06 1.5252591898780357E+28
6.0333620095416394E+04 6.4866705061715127E+12 -1.8792966323637674E+06 1.5234362762630197E+28
6.0351311754184077E+04 6.4808569521097520E+12 -1.8799165708872592E+06 1.5216160808419645E+28
6.0369003412951759E+04 6.4750503292564883E+12 -1.8805365160027381E+06 1.5197985987537750E+28
6.0386695071719441E+04 6.4692506272846445E+12 -1.8811564677109087E+06 1.5179838251473699E+28
6.0404386730487109E+04 6.4634578358857949E+12 -1.8817764260124352E+06 1.5161717551818429E+28
6.0422078389254792E+04 6.4576719447696738E+12 -1.8823963909080485E+06 1.5143623840262974E+28
6.0439770048022474E+04 6.4518929436648223E+12 -1.8830163623983653E+06 1.5125557068600368E+28
6.0457461706790156E+04 6.4461208223176221E+12 -1.8836363404841584E+06 1.5107517188722488E+28
6.0475153365557839E+04 6.4403555704933652E+12 -1.8842563251660122E+06 1.5089504152623308E+28
6.0492845024325507E+04 6.4345971779752529E+12 -1.8848763164446300E+06 1.5071517912395620E+28
6.0510536683093189E+04 6.4288456345645674E+12 -1.8854963143207608E+06 1.5053558420231473E+28
6.0528228341860871E+04 6.4231009300809199E+12 -1.8861163187951080E+06 1.5035625628422825E+28
6.0545920000628554E+04 6.4173630543623955E+12 -1.8867363298682922E+06 1.5017719489361865E+28
6.0563611659396236E+04 6.4116319972645605E+12 -1.8873563475411229E+06 1.4999839955537819E+28
6.0581303318163904E+04 6.4059077486617695E+12 -1.8879763718141986E+06 1.4981986979540884E+28
6.0598994976931586E+04 6.4001902984458750E+12 -1.8885964026882870E+06 1.4964160514058100E+28
6.0616686635699269E+04 6.3944796365268174E+12 -1.8892164401641253E+06 1.4946360511875083E+28
6.0634378294466951E+04 6.3887757528327168E+12 -1.8898364842424004E+06 1.4928586925876176E+28
6.0652069953234633E+04 6.3830786373096611E+12 -1.8904565349237847E+06 1.4910839709043674E+28
6.0669761612002301E+04 6.3773882799212627E+12 -1.8910765922090642E+06 1.4893118814456341E+28
6.0687453270769984E+04 6.3717046706492139E+12 -1.8916966560989539E+06 1.4875424195291010E+28
6.0705144929537666E+04 6.3660277994930039E+12 -1.8923167265941894E+06 1.4857755804821597E+28
6.0722836588305348E+04 6.3603576564698848E+12 -1.8929368036955076E+06 1.4840113596418864E+28
6.0740528247073031E+04 6.3546942316151641E+12 -1.8935568874035543E+06 1.4822497523551235E+28
6.0758219905840699E+04 6.3490375149810850E+12 -1.8941769777192133E+06 1.4804907539781183E+28
6.0775911564608381E+04 6.3433874966382900E+12 -1.8947970746431483E+06 1.4787343598769674E+28
6.0793603223376063E+04 6.3377441666748994E+12 -1.8954171781760759E+06 1.4769805654273185E+28
6.0811294882143746E+04 6.3321075151964434E+12 -1.8960372883187663E+06 1.4752293660143381E+28
6.0828986540911428E+04 6.3264775323259971E+12 -1.8966574050720050E+06 1.4734807570327415E+28
6.0846678199679096E+04 6.3208542082045918E+12 -1.8972775284364452E+06 1.4717347338869112E+28
6.0864369858446778E+04 6.3152375329897852E+12 -1.8978976584130307E+06 1.4699912919904390E+28
6.0882061517214461E+04 6.3096274968577979E+12 -1.8985177950023510E+06 1.4682504267667796E+28
6.0899753175982143E+04 6.3040240900013496E+12 -1.8991379382052664E+06 1.4665121336485680E+28
6.0917444834749826E+04 6.2984273026310684E+12 -1.8997580880224830E+06 1.4647764080780442E+28
6.0935136493517493E+04 6.2928371249745449E+12 -1.9003782444548300E+06 1.4630432455067500E+28
6.0952828152285176E+04 6.2872535472771143E+12 -1.9009984075029998E+06 1.4613126413957600E+28
6.0970519811052858E+04 6.2816765598008213E+12 -1.9016185771678609E+06 1.4595845912153494E+28
6.0988211469820541E+04 6.2761061528255947E+12 -1.9022387534500889E+06 1.4578590904453467E+28
6.1005903128588223E+04 6.2705423166478809E+12 -1.9028589363505715E+06 1.4561361345747006E+28
6.1023594787355891E+04 6.2649850415818643E+12 -1.9034791258700194E+06 1.4544157191018449E+28
6.1041286446123573E+04 6.2594343179584404E+12 -1.9040993220092815E+06 1.4526978395343715E+28
6.1058978104891255E+04 6.2538901361259258E+12 -1.9047195247691018E+06 1.4509824913892382E+28
6.1076669763658938E+04 6.2483524864494512E+12 -1.9053397341503052E+06 1.4492696701925701E+28
6.1094361422426606E+04 6.2428213593114180E+12 -1.9059599501536482E+06 1.4475593714797904E+28
6.1112053081194288E+04 6.2372967451110068E+12 -1.9065801727799482E+06 1.4458515907954563E+28
6.1129744739961970E+04 6.2317786342642959E+12 -1.9072004020300452E+06 1.4441463236932866E+28
6.1147436398729653E+04 6.2262670172044570E+12 -1.9078206379047276E+06 1.4424435657362096E+28
6.1165128057497335E+04 6.2207618843814980E+12 -1.9084408804048055E+06 1.4407433124962750E+28
6.1182819716265003E+04 6.2152632262621973E+12 -1.9090611295311102E+06 1.4390455595546198E+28
6.1200511375032685E+04 6.2097710333305283E+12 -1.9096813852843628E+06 1.4373503025015916E+28
6.1218203033800368E+04 6.2042852960865195E+12 -1.9103016476655093E+06 1.4356575369363846E+28
6.1235894692568050E+04 6.1988060050475488E+12 -1.9109219166753094E+06 1.4339672584674283E+28
6.1253586351335733E+04 6.1933331507474951E+12 -1.9115421923145982E+06 1.4322794627121153E+28
6.1271278010103400E+04 6.1878667237369678E+12 -1.9121624745841906E+06 1.4305941452968628E+28
6.1288969668871083E+04 6.1824067145831709E+12 -1.9127827634849190E+06 1.4289113018570569E+28
6.1306661327638765E+04 6.1769531138697666E+12 -1.9134030590176696E+06 1.4272309280370036E+28
6.1324352986406448E+04 6.1715059121972871E+12 -1.9140233611832329E+06 1.4255530194900430E+28
6.1342044645174130E+04 6.1660651001826133E+12 -1.9146436699824703E+06 1.4238775718783782E+28
6.1359736303941798E+04 6.1606306684593174E+12 -1.9152639854161832E+06 1.4222045808731723E+28
6.1377427962709480E+04 6.1552026076771104E+12 -1.9158843074852806E+06 1.4205340421543651E+28
6.1395119621477163E+04 6.1497809085024688E+12 -1.9165046361905728E+06 1.4188659514108578E+28
6.1412811280244845E+04 6.1443655616180518E+12 -1.9171249715329388E+06 1.4172003043403219E+28
6.1430502939012527E+04 6.1389565577230635E+12 -1.9177453135132133E+06 1.4155370966493011E+28
6.1448194597780195E+04 6.1335538875328818E+12 -1.9183656621322806E+06 1.4138763240530866E+28
6.1465886256547878E+04 6.1281575417793984E+12 -1.9189860173909604E+06 1.4122179822758106E+28
6.1483577915315560E+04 6.1227675112105332E+12 -1.9196063792901575E+06 1.4105620670502883E+28
6.1501269574083242E+04 6.1173837865905137E+12 -1.9202267478307490E+06 1.4089085741180924E+28
6.1518961232850925E+04 6.1120063586998359E+12 -1.9208471230136026E+06 1.4072574992295305E+28
6.1536652891618593E+04 6.1066352183354375E+12 -1.9214675048394992E+06 1.4056088381436890E+28
6.1554344550386275E+04 6.1012703563096035E+12 -1.9220878933094731E+06 1.4039625866280873E+28
6.1572036209153957E+04 6.0959117634517305E+12 -1.9227082884242446E+06 1.4023187404592072E+28
6.1589727867921640E+04 6.0905594306062461E+12 -1.9233286901848614E+06 1.4006772954218470E+28
6.1607419526689322E+04 6.0852133486345869E+12 -1.9239490985920751E+06 1.3990382473097154E+28
6.1625111185456990E+04 6.0798735084135137E+12 -1.9245695136468499E+06 1.3974015919249074E+28
6.1642802844224672E+04 6.0745399008360039E+12 -1.9251899353500793E+06 1.3957673250781660E+28
6.1660494502992355E+04 6.0692125168109512E+12 -1.9258103637026604E+06 1.3941354425887811E+28
6.1678186161760037E+04 6.0638913472634326E+12 -1.9264307987054181E+06 1.3925059402846612E+28
6.1695877820527719E+04 6.0585763831339521E+12 -1.9270512403593119E+06 1.3908788140020905E+28
6.1713569479295387E+04 6.0532676153790566E+12 -1.9276716886652471E+06 1.3892540595859101E+28
6.1731261138063070E+04 6.0479650349710342E+12 -1.9282921436241488E+06 1.3876316728894132E+28
6.1748952796830752E+04 6.0426686328981562E+12 -1.9289126052368868E+06 1.3860116497744110E+28
6.1766644455598434E+04 6.0373784001640811E+12 -1.9295330735044437E+06 1.3843939861110399E+28
6.1784336114366117E+04 6.0320943277888965E+12 -1.9301535484275748E+06 1.3827786777780696E+28
6.1802027773133785E+04 6.0268164068071709E+12 -1.9307740300074322E+06 1.3811657206622993E+28
6.1819719431901467E+04 6.0215446282702275E+12 -1.9313945182448060E+06 1.3795551106592412E+28
6.1837411090669149E+04 6.0162789832446260E+12 -1.9320150131406165E+06 1.3779468436726483E+28
6.1855102749436832E+04 6.0110194628124814E+12 -1.9326355146957999E+06 1.3763409156146006E+28
6.1872794408204514E+04 6.0057660580714648E+12 -1.9332560229112892E+06 1.3747373224054972E+28
6.1890486066972182E+04 6.0005187601346992E+12 -1.9338765377880505E+06 1.3731360599740132E+28
6.1908177725739864E+04 5.9952775601309717E+12 -1.9344970593269886E+06 1.3715371242571565E+28
6.1925869384507547E+04 5.9900424492043984E+12 -1.9351175875290595E+06 1.3699405112001547E+28
6.1943561043275229E+04 5.9848134185145039E+12 -1.9357381223952321E+06 1.3683462167564699E+28
6.1961252702042912E+04 5.9795904592363271E+12 -1.9363586639264305E+06 1.3667542368878218E+28
6.1978944360810579E+04 5.9743735625602188E+12 -1.9369792121236096E+06 1.3651645675641158E+28
6.1996636019578262E+04 5.9691627196919287E+12 -1.9375997669876970E+06 1.3635772047634616E+28
6.2014327678345944E+04 5.9639579218523242E+12 -1.9382203285196885E+06 1.3619921444720761E+28
6.2032019337113627E+04 5.9587591602777773E+12 -1.9388408967205125E+06 1.3604093826843919E+28
6.2049710995881294E+04 5.9535664262197402E+12 -1.9394614715911457E+06 1.3588289154029206E+28
6.2067402654648977E+04 5.9483797109450957E+12 -1.9400820531324961E+06 1.3572507386383479E+28
6.2085094313416659E+04 5.9431990057353770E+12 -1.9407026413456528E+06 1.3556748484092875E+28
6.2102785972184342E+04 5.9380243018878818E+12 -1.9413232362315010E+06 1.3541012407426111E+28
6.2120477630952024E+04 5.9328555907148516E+12 -1.9419438377909905E+06 1.3525299116731888E+28
6.2138169289719692E+04 5.9276928635432568E+12 -1.9425644460251923E+06 1.3509608572438150E+28
6.2155860948487374E+04 5.9225361117155674E+12 -1.9431850609350293E+06 1.3493940735054328E+28
6.2173552607255057E+04 5.9173853265891133E+12 -1.9438056825214871E+06 1.3478295565169305E+28
6.2191244266022739E+04 5.9122404995363330E+12 -1.9444263107855171E+06 1.3462673023452080E+28
