# r, rho, v, e
3.7992799279927998E+05 1.0432502123865078E+10 -3.1021124770704951E+07 2.2588431790377560E+21
3.8009000900090020E+05 1.0425868612815918E+10 -3.1014620188128524E+07 2.2564603150642997E+21
3.8025202520252042E+05 1.0419242128614420E+10 -3.1008119694904175E+07 2.2540809687076739E+21
3.8041404140414041E+05 1.0412622660844240E+10 -3.1001623286749251E+07 2.2517051332944152E+21
3.8057605760576064E+05 1.0406010199108591E+10 -3.0995130959388107E+07 2.2493328021665698E+21
3.8073807380738086E+05 1.0399404733030849E+10 -3.0988642708550379E+07 2.2469639686815458E+21
3.8090009000900108E+05 1.0392806252253838E+10 -3.0982158529972922E+07 2.2445986262122095E+21
3.8106210621062107E+05 1.0386214746440439E+10 -3.0975678419397682E+07 2.2422367681466763E+21
3.8122412241224130E+05 1.0379630205272724E+10 -3.0969202372574188E+07 2.2398783878884544E+21
3.8138613861386152E+05 1.0373052618452776E+10 -3.0962730385257091E+07 2.2375234788562360E+21
3.8154815481548151E+05 1.0366481975702179E+10 -3.0956262453207552E+07 2.2351720344839602E+21
3.8171017101710173E+05 1.0359918266761723E+10 -3.0949798572193641E+07 2.2328240482207720E+21
3.8187218721872196E+05 1.0353361481392202E+10 -3.0943338737988144E+07 2.2304795135308522E+21
3.8203420342034218E+05 1.0346811609373362E+10 -3.0936882946371477E+07 2.2281384238935780E+21
3.8219621962196217E+05 1.0340268640504665E+10 -3.0930431193129294E+07 2.2258007728033138E+21
3.8235823582358239E+05 1.0333732564604582E+10 -3.0923983474054225E+07 2.2234665537694823E+21
3.8252025202520262E+05 1.0327203371511372E+10 -3.0917539784943689E+07 2.2211357603163841E+21
3.8268226822682284E+05 1.0320681051081972E+10 -3.0911100121602926E+07 2.2188083859833676E+21
3.8284428442844283E+05 1.0314165593193081E+10 -3.0904664479841676E+07 2.2164844243245534E+21
3.8300630063006305E+05 1.0307656987740213E+10 -3.0898232855476711E+07 2.2141638689089693E+21
3.8316831683168327E+05 1.0301155224638033E+10 -3.0891805244330924E+07 2.2118467133204571E+21
3.8333033303330350E+05 1.0294660293820290E+10 -3.0885381642233141E+07 2.2095329511576051E+21
3.8349234923492349E+05 1.0288172185240004E+10 -3.0878962045017738E+07 2.2072225760337050E+21
3.8365436543654371E+05 1.0281690888868872E+10 -3.0872546448525820E+07 2.2049155815767629E+21
3.8381638163816393E+05 1.0275216394697594E+10 -3.0866134848604523E+07 2.2026119614294390E+21
3.8397839783978416E+05 1.0268748692735989E+10 -3.0859727241106339E+07 2.2003117092489525E+21
3.8414041404140415E+05 1.0262287773012461E+10 -3.0853323621890608E+07 2.1980148187071444E+21
3.8430243024302437E+05 1.0255833625574406E+10 -3.0846923986822046E+07 2.1957212834903318E+21
3.8446444644464459E+05 1.0249386240487896E+10 -3.0840528331771746E+07 2.1934310972993522E+21
3.8462646264626482E+05 1.0242945607837818E+10 -3.0834136652616575E+07 2.1911442538494784E+21
3.8478847884788481E+05 1.0236511717727566E+10 -3.0827748945239723E+07 2.1888607468704034E+21
3.8495049504950503E+05 1.0230084560279367E+10 -3.0821365205529910E+07 2.1865805701061691E+21
3.8511251125112525E+05 1.0223664125634054E+10 -3.0814985429381773E+07 2.1843037173151441E+21
3.8527452745274524E+05 1.0217250403950859E+10 -3.0808609612696353E+07 2.1820301822700211E+21
3.8543654365436547E+05 1.0210843385407530E+10 -3.0802237751380540E+07 2.1797599587577341E+21
3.8559855985598569E+05 1.0204443060200462E+10 -3.0795869841346700E+07 2.1774930405794065E+21
3.8576057605760591E+05 1.0198049418544331E+10 -3.0789505878513530E+07 2.1752294215503666E+21
3.8592259225922590E+05 1.0191662450672173E+10 -3.0783145858805701E+07 2.1729690955000861E+21
3.8608460846084612E+05 1.0185282146835651E+10 -3.0776789778152823E+07 2.1707120562720620E+21
3.8624662466246635E+05 1.0178908497304258E+10 -3.0770437632491954E+07 2.1684582977239741E+21
3.8640864086408657E+05 1.0172541492366083E+10 -3.0764089417764917E+07 2.1662078137274432E+21
3.8657065706570656E+05 1.0166181122327490E+10 -3.0757745129919261E+07 2.1639605981680687E+21
3.8673267326732678E+05 1.0159827377512743E+10 -3.0751404764909115E+07 2.1617166449454453E+21
3.8689468946894701E+05 1.0153480248264297E+10 -3.0745068318694334E+07 2.1594759479730729E+21
3.8705670567056723E+05 1.0147139724942934E+10 -3.0738735787239932E+07 2.1572385011782818E+21
3.8721872187218722E+05 1.0140805797927179E+10 -3.0732407166517638E+07 2.1550042985023008E+21
3.8738073807380744E+05 1.0134478457613947E+10 -3.0726082452503737E+07 2.1527733339000610E+21
3.8754275427542767E+05 1.0128157694417576E+10 -3.0719761641182050E+07 2.1505456013403855E+21
3.8770477047704789E+05 1.0121843498770823E+10 -3.0713444728540618E+07 2.1483210948057057E+21
3.8786678667866788E+05 1.0115535861124193E+10 -3.0707131710573833E+07 2.1460998082921955E+21
3.8802880288028810E+05 1.0109234771945951E+10 -3.0700822583281908E+07 2.1438817358096672E+21
3.8819081908190832E+05 1.0102940221722090E+10 -3.0694517342671052E+07 2.1416668713815672E+21
3.8835283528352831E+05 1.0096652200956636E+10 -3.0688215984752592E+07 2.1394552090448890E+21
3.8851485148514854E+05 1.0090370700171221E+10 -3.0681918505543716E+07 2.1372467428501613E+21
3.8867686768676876E+05 1.0084095709904978E+10 -3.0675624901067968E+07 2.1350414668614685E+21
3.8883888388838898E+05 1.0077827220714926E+10 -3.0669335167353850E+07 2.1328393751563099E+21
3.8900090009000897E+05 1.0071565223175638E+10 -3.0663049300435811E+07 2.1306404618256431E+21
3.8916291629162920E+05 1.0065309707879007E+10 -3.0656767296354502E+07 2.1284447209738422E+21
3.8932493249324942E+05 1.0059060665434923E+10 -3.0650489151154932E+07 2.1262521467185579E+21
3.8948694869486964E+05 1.0052818086470263E+10 -3.0644214860889383E+07 2.1240627331908863E+21
3.8964896489648963E+05 1.0046581961629673E+10 -3.0637944421614587E+07 2.1218764745351152E+21
3.8981098109810986E+05 1.0040352281574955E+10 -3.0631677829393823E+07 2.1196933649088559E+21
3.8997299729973008E+05 1.0034129036985624E+10 -3.0625415080294821E+07 2.1175133984828508E+21
3.9013501350135030E+05 1.0027912218558258E+10 -3.0619156170391887E+07 2.1153365694410997E+21
3.9029702970297029E+05 1.0021701817006678E+10 -3.0612901095764950E+07 2.1131628719807450E+21
3.9045904590459052E+05 1.0015497823062048E+10 -3.0606649852499183E+07 2.1109923003120115E+21
3.9062106210621074E+05 1.0009300227472803E+10 -3.0600402436685350E+07 2.1088248486582144E+21
3.9078307830783096E+05 1.0003109021004505E+10 -3.0594158844419718E+07 2.1066605112556928E+21
3.9094509450945095E+05 9.9969241944396725E+09 -3.0587919071804825E+07 2.1044992823538541E+21
3.9110711071107117E+05 9.9907457385782261E+09 -3.0581683114947654E+07 2.1023411562149912E+21
3.9126912691269140E+05 9.9845736442367859E+09 -3.0575450969961934E+07 2.1001861271144245E+21
3.9143114311431162E+05 9.9784079022493572E+09 -3.0569222632965676E+07 2.0980341893402859E+21
3.9159315931593161E+05 9.9722485034667206E+09 -3.0562998100083224E+07 2.0958853371936438E+21
3.9175517551755183E+05 9.9660954387563286E+09 -3.0556777367444985E+07 2.0937395649884219E+21
3.9191719171917206E+05 9.9599486990031242E+09 -3.0550560431185290E+07 2.0915968670512531E+21
3.9207920792079205E+05 9.9538082751084061E+09 -3.0544347287445355E+07 2.0894572377216199E+21
3.9224122412241227E+05 9.9476741579904976E+09 -3.0538137932371344E+07 2.0873206713517088E+21
3.9240324032403249E+05 9.9415463385846138E+09 -3.0531932362114556E+07 2.0851871623063793E+21
3.9256525652565272E+05 9.9354248078423653E+09 -3.0525730572832815E+07 2.0830567049632290E+21
3.9272727272727271E+05 9.9293095567325726E+09 -3.0519532560687874E+07 2.0809292937123835E+21
3.9288928892889293E+05 9.9232005762401466E+09 -3.0513338321848657E+07 2.0788049229566808E+21
3.9305130513051315E+05 9.9170978573670521E+09 -3.0507147852488376E+07 2.0766835871114556E+21
3.9321332133213338E+05 9.9110013911317425E+09 -3.0500961148785785E+07 2.0745652806045658E+21
3.9337533753375337E+05 9.9049111685692387E+09 -3.0494778206925265E+07 2.0724499978764002E+21
3.9353735373537359E+05 9.8988271807309036E+09 -3.0488599023096956E+07 2.0703377333798230E+21
3.9369936993699381E+05 9.8927494186848640E+09 -3.0482423593495615E+07 2.0682284815800824E+21
3.9386138613861403E+05 9.8866778735154438E+09 -3.0476251914322127E+07 2.0661222369548753E+21
3.9402340234023402E+05 9.8806125363237400E+09 -3.0470083981781717E+07 2.0640189939942003E+21
3.9418541854185425E+05 9.8745533982265606E+09 -3.0463919792086884E+07 2.0619187472005089E+21
3.9434743474347447E+05 9.8685004503578377E+09 -3.0457759341453180E+07 2.0598214910884071E+21
3.9450945094509469E+05 9.8624536838672352E+09 -3.0451602626103111E+07 2.0577272201848695E+21
3.9467146714671468E+05 9.8564130899208355E+09 -3.0445449642264251E+07 2.0556359290291012E+21
3.9483348334833491E+05 9.8503786597010269E+09 -3.0439300386169035E+07 2.0535476121724649E+21
3.9499549954995513E+05 9.8443503844064579E+09 -3.0433154854055099E+07 2.0514622641784952E+21
3.9515751575157512E+05 9.8383282552515984E+09 -3.0427013042166464E+07 2.0493798796229406E+21
3.9531953195319534E+05 9.8323122634673805E+09 -3.0420874946751256E+07 2.0473004530935695E+21
3.9548154815481557E+05 9.8263024003005524E+09 -3.0414740564063799E+07 2.0452239791902910E+21
3.9564356435643579E+05 9.8202986570140667E+09 -3.0408609890363220E+07 2.0431504525250294E+21
3.9580558055805578E+05 9.8143010248869953E+09 -3.0402482921913590E+07 2.0410798677216988E+21
3.9596759675967600E+05 9.8083094952141209E+09 -3.0396359654984877E+07 2.0390122194162247E+21
3.9612961296129622E+05 9.8023240593062553E+09 -3.0390240085852228E+07 2.0369475022564905E+21
3.9629162916291645E+05 9.7963447084901123E+09 -3.0384124210795883E+07 2.0348857109022777E+21
3.9645364536453644E+05 9.7903714341083870E+09 -3.0378012026101112E+07 2.0328268400252509E+21
3.9661566156615666E+05 9.7844042275194187E+09 -3.0371903528058834E+07 2.0307708843089461E+21
3.9677767776777688E+05 9.7784430800974407E+09 -3.0365798712964952E+07 2.0287178384487151E+21
3.9693969396939711E+05 9.7724879832324982E+09 -3.0359697577120405E+07 2.0266676971516886E+21
3.9710171017101710E+05 9.7665389283303070E+09 -3.0353600116831489E+07 2.0246204551367701E+21
3.9726372637263732E+05 9.7605959068120956E+09 -3.0347506328410216E+07 2.0225761071346279E+21
3.9742574257425754E+05 9.7546589101150742E+09 -3.0341416208172817E+07 2.0205346478875707E+21
3.9758775877587777E+05 9.7487279296919727E+09 -3.0335329752440892E+07 2.0184960721495820E+21
3.9774977497749776E+05 9.7428029570108681E+09 -3.0329246957542162E+07 2.0164603746863635E+21
3.9791179117911798E+05 9.7368839835555859E+09 -3.0323167819808532E+07 2.0144275502751380E+21
3.9807380738073820E+05 9.7309710008255043E+09 -3.0317092335577242E+07 2.0123975937047386E+21
3.9823582358235843E+05 9.7250640003353443E+09 -3.0311020501190916E+07 2.0103704997755523E+21
3.9839783978397842E+05 9.7191629736155300E+09 -3.0304952312996700E+07 2.0083462632994560E+21
3.9855985598559864E+05 9.7132679122114429E+09 -3.0298887767347913E+07 2.0063248790998617E+21
3.9872187218721886E+05 9.7073788076843338E+09 -3.0292826860601831E+07 2.0043063420115865E+21
3.9888388838883885E+05 9.7014956516105900E+09 -3.0286769589121290E+07 2.0022906468808951E+21
3.9904590459045907E+05 9.6956184355817108E+09 -3.0280715949274786E+07 2.0002777885654836E+21
3.9920792079207930E+05 9.6897471512047577E+09 -3.0274665937435020E+07 1.9982677619343609E+21
3.9936993699369952E+05 9.6838817901018696E+09 -3.0268619549980354E+07 1.9962605618679170E+21
3.9953195319531951E+05 9.6780223439106522E+09 -3.0262576783293366E+07 1.9942561832577936E+21
3.9969396939693973E+05 9.6721688042834015E+09 -3.0256537633763164E+07 1.9922546210070056E+21
3.9985598559855996E+05 9.6663211628879585E+09 -3.0250502097782549E+07 1.9902558700297244E+21
4.0001800180018018E+05 9.6604794114072590E+09 -3.0244470171749599E+07 1.9882599252513716E+21
4.0018001800180017E+05 9.6546435415390549E+09 -3.0238441852068093E+07 1.9862667816085941E+21
4.0034203420342039E+05 9.6488135449963646E+09 -3.0232417135146055E+07 1.9842764340491481E+21
4.0050405040504062E+05 9.6429894135070534E+09 -3.0226396017397121E+07 1.9822888775319678E+21
4.0066606660666084E+05 9.6371711388140678E+09 -3.0220378495239500E+07 1.9803041070270592E+21
4.0082808280828083E+05 9.6313587126753445E+09 -3.0214364565096416E+07 1.9783221175155155E+21
4.0099009900990105E+05 9.6255521268635521E+09 -3.0208354223396294E+07 1.9763429039894713E+21
4.0115211521152128E+05 9.6197513731664639E+09 -3.0202347466572091E+07 1.9743664614520665E+21
4.0131413141314150E+05 9.6139564433863926E+09 -3.0196344291062556E+07 1.9723927849174767E+21
4.0147614761476149E+05 9.6081673293406754E+09 -3.0190344693310741E+07 1.9704218694107985E+21
4.0163816381638171E+05 9.6023840228613682E+09 -3.0184348669764727E+07 1.9684537099680586E+21
4.0180018001800193E+05 9.5966065157954578E+09 -3.0178356216877129E+07 1.9664883016361734E+21
4.0196219621962192E+05 9.5908348000041599E+09 -3.0172367331106830E+07 1.9645256394730106E+21
4.0212421242124215E+05 9.5850688673638573E+09 -3.0166382008916158E+07 1.9625657185471931E+21
4.0228622862286237E+05 9.5793087097653179E+09 -3.0160400246773105E+07 1.9606085339382075E+21
4.0244824482448259E+05 9.5735543191141243E+09 -3.0154422041150074E+07 1.9586540807363098E+21
4.0261026102610258E+05 9.5678056873300877E+09 -3.0148447388525337E+07 1.9567023540425715E+21
4.0277227722772281E+05 9.5620628063480911E+09 -3.0142476285380457E+07 1.9547533489687010E+21
4.0293429342934303E+05 9.5563256681168919E+09 -3.0136508728203811E+07 1.9528070606372332E+21
4.0309630963096325E+05 9.5505942646004143E+09 -3.0130544713486671E+07 1.9508634841812668E+21
4.0325832583258324E+05 9.5448685877764740E+09 -3.0124584237726796E+07 1.9489226147446480E+21
4.0342034203420347E+05 9.5391486296375751E+09 -3.0118627297425948E+07 1.9469844474817932E+21
4.0358235823582369E+05 9.5334343821906376E+09 -3.0112673889090665E+07 1.9450489775577123E+21
4.0374437443744391E+05 9.5277258374568176E+09 -3.0106724009232797E+07 1.9431162001480208E+21
4.0390639063906390E+05 9.5220229874716167E+09 -3.0100777654368803E+07 1.9411861104388549E+21
4.0406840684068413E+05 9.5163258242850552E+09 -3.0094834821019351E+07 1.9392587036268311E+21
4.0423042304230435E+05 9.5106343399610424E+09 -3.0088895505711067E+07 1.9373339749191267E+21
4.0439243924392457E+05 9.5049485265779171E+09 -3.0082959704974748E+07 1.9354119195333396E+21
4.0455445544554456E+05 9.4992683762282600E+09 -3.0077027415345885E+07 1.9334925326974968E+21
4.0471647164716478E+05 9.4935938810187683E+09 -3.0071098633364834E+07 1.9315758096500319E+21
4.0487848784878501E+05 9.4879250330703812E+09 -3.0065173355576497E+07 1.9296617456397512E+21
4.0504050405040523E+05 9.4822618245178852E+09 -3.0059251578531288E+07 1.9277503359258581E+21
4.0520252025202522E+05 9.4766042475104866E+09 -3.0053333298783381E+07 1.9258415757778234E+21
4.0536453645364544E+05 9.4709522942109928E+09 -3.0047418512892984E+07 1.9239354604754916E+21
4.0552655265526567E+05 9.4653059567967682E+09 -3.0041507217423424E+07 1.9220319853088861E+21
4.0568856885688566E+05 9.4596652274587498E+09 -3.0035599408944059E+07 1.9201311455783588E+21
4.0585058505850588E+05 9.4540300984020882E+09 -3.0029695084028065E+07 1.9182329365944187E+21
4.0601260126012610E+05 9.4484005618456650E+09 -3.0023794239254028E+07 1.9163373536778204E+21
4.0617461746174633E+05 9.4427766100221710E+09 -3.0017896871205457E+07 1.9144443921594972E+21
4.0633663366336632E+05 9.4371582351786156E+09 -3.0012002976469230E+07 1.9125540473804473E+21
4.0649864986498654E+05 9.4315454295754433E+09 -3.0006112551637936E+07 1.9106663146918369E+21
4.0666066606660676E+05 9.4259381854869671E+09 -3.0000225593308877E+07 1.9087811894549372E+21
4.0682268226822698E+05 9.4203364952012444E+09 -2.9994342098083969E+07 1.9068986670410721E+21
4.0698469846984698E+05 9.4147403510202217E+09 -2.9988462062569495E+07 1.9050187428315964E+21
4.0714671467146720E+05 9.4091497452596283E+09 -2.9982585483375866E+07 1.9031414122178237E+21
4.0730873087308742E+05 9.4035646702484379E+09 -2.9976712357119877E+07 1.9012666706011884E+21
4.0747074707470764E+05 9.3979851183298264E+09 -2.9970842680421006E+07 1.8993945133929487E+21
4.0763276327632763E+05 9.3924110818602257E+09 -2.9964976449904587E+07 1.8975249360143794E+21
4.0779477947794786E+05 9.3868425532097759E+09 -2.9959113662200183E+07 1.8956579338966401E+21
4.0795679567956808E+05 9.3812795247621765E+09 -2.9953254313942090E+07 1.8937935024807897E+21
4.0811881188118830E+05 9.3757219889148045E+09 -2.9947398401768636E+07 1.8919316372177038E+21
4.0828082808280829E+05 9.3701699380782089E+09 -2.9941545922323901E+07 1.8900723335681708E+21
4.0844284428442852E+05 9.3646233646767464E+09 -2.9935696872255381E+07 1.8882155870027081E+21
4.0860486048604874E+05 9.3590822611479435E+09 -2.9929851248216171E+07 1.8863613930016900E+21
4.0876687668766873E+05 9.3535466199431419E+09 -2.9924009046862628E+07 1.8845097470551654E+21
4.0892889288928895E+05 9.3480164335265770E+09 -2.9918170264857233E+07 1.8826606446630152E+21
4.0909090909090918E+05 9.3424916943762321E+09 -2.9912334898865718E+07 1.8808140813347437E+21
4.0925292529252940E+05 9.3369723949832230E+09 -2.9906502945559155E+07 1.8789700525895996E+21
4.0941494149414939E+05 9.3314585278520374E+09 -2.9900674401612885E+07 1.8771285539564736E+21
4.0957695769576961E+05 9.3259500855004025E+09 -2.9894849263706762E+07 1.8752895809738816E+21
4.0973897389738983E+05 9.3204470604592628E+09 -2.9889027528525427E+07 1.8734531291899775E+21
4.0990099009901006E+05 9.3149494452730541E+09 -2.9883209192757078E+07 1.8716191941624406E+21
4.1006300630063005E+05 9.3094572324989471E+09 -2.9877394253095843E+07 1.8697877714585972E+21
4.1022502250225027E+05 9.3039704147075748E+09 -2.9871582706239436E+07 1.8679588566552585E+21
4.1038703870387049E+05 9.2984889844825859E+09 -2.9865774548890390E+07 1.8661324453387685E+21
4.1054905490549072E+05 9.2930129344208260E+09 -2.9859969777755469E+07 1.8643085331049470E+21
4.1071107110711071E+05 9.2875422571321945E+09 -2.9854168389545962E+07 1.8624871155590824E+21
4.1087308730873093E+05 9.2820769452394772E+09 -2.9848370380978040E+07 1.8606681883159243E+21
4.1103510351035115E+05 9.2766169913787060E+09 -2.9842575748771809E+07 1.8588517469996196E+21
4.1119711971197138E+05 9.2711623881987610E+09 -2.9836784489652060E+07 1.8570377872437105E+21
4.1135913591359137E+05 9.2657131283615532E+09 -2.9830996600348052E+07 1.8552263046911251E+21
4.1152115211521159E+05 9.2602692045418034E+09 -2.9825212077593576E+07 1.8534172949941248E+21
4.1168316831683181E+05 9.2548306094274158E+09 -2.9819430918126266E+07 1.8516107538142758E+21
4.1184518451845180E+05 9.2493973357187748E+09 -2.9813653118689280E+07 1.8498066768225011E+21
4.1200720072007203E+05 9.2439693761295013E+09 -2.9807878676028952E+07 1.8480050596989226E+21
4.1216921692169225E+05 9.2385467233857861E+09 -2.9802107586896859E+07 1.8462058981329671E+21
4.1233123312331247E+05 9.2331293702267132E+09 -2.9796339848048788E+07 1.8444091878232849E+21
4.1249324932493246E+05 9.2277173094041824E+09 -2.9790575456244577E+07 1.8426149244777010E+21
4.1265526552655268E+05 9.2223105336827068E+09 -2.9784814408248976E+07 1.8408231038132612E+21
4.1281728172817291E+05 9.2169090358394718E+09 -2.9779056700831130E+07 1.8390337215561641E+21
4.1297929792979313E+05 9.2115128086646919E+09 -2.9773302330763616E+07 1.8372467734416961E+21
4.1314131413141312E+05 9.2061218449607582E+09 -2.9767551294824772E+07 1.8354622552143343E+21
4.1330333033303334E+05 9.2007361375431633E+09 -2.9761803589795884E+07 1.8336801626275646E+21
4.1346534653465357E+05 9.1953556792395782E+09 -2.9756059212463826E+07 1.8319004914440080E+21
4.1362736273627379E+05 9.1899804628906193E+09 -2.9750318159618761E+07 1.8301232374352736E+21
4.1378937893789378E+05 9.1846104813491802E+09 -2.9744580428056024E+07 1.8283483963820393E+21
4.1395139513951400E+05 9.1792457274807854E+09 -2.9738846014574841E+07 1.8265759640739507E+21
4.1411341134113423E+05 9.1738861941634655E+09 -2.9733114915978864E+07 1.8248059363096443E+21
4.1427542754275445E+05 9.1685318742877197E+09 -2.9727387129075948E+07 1.8230383088966956E+21
4.1443744374437444E+05 9.1631827607565823E+09 -2.9721662650678053E+07 1.8212730776516045E+21
4.1459945994599466E+05 9.1578388464851627E+09 -2.9715941477602374E+07 1.8195102383998273E+21
4.1476147614761489E+05 9.1525001244014339E+09 -2.9710223606669065E+07 1.8177497869756371E+21
4.1492349234923511E+05 9.1471665874453735E+09 -2.9704509034703508E+07 1.8159917192222144E+21
4.1508550855085510E+05 9.1418382285695095E+09 -2.9698797758534931E+07 1.8142360309915706E+21
4.1524752475247532E+05 9.1365150407384987E+09 -2.9693089774997123E+07 1.8124827181445368E+21
4.1540954095409554E+05 9.1311970169294205E+09 -2.9687385080927875E+07 1.8107317765507375E+21
4.1557155715571553E+05 9.1258841501314926E+09 -2.9681683673169609E+07 1.8089832020885931E+21
4.1573357335733576E+05 9.1205764333464088E+09 -2.9675985548568051E+07 1.8072369906452104E+21
4.1589558955895598E+05 9.1152738595877819E+09 -2.9670290703974273E+07 1.8054931381165055E+21
4.1605760576057620E+05 9.1099764218815060E+09 -2.9664599136243165E+07 1.8037516404070744E+21
4.1621962196219619E+05 9.1046841132656536E+09 -2.9658910842233777E+07 1.8020124934301950E+21
4.1638163816381642E+05 9.0993969267905083E+09 -2.9653225818809036E+07 1.8002756931077879E+21
4.1654365436543664E+05 9.0941148555183830E+09 -2.9647544062836368E+07 1.7985412353704366E+21
4.1670567056705686E+05 9.0888378925234699E+09 -2.9641865571188089E+07 1.7968091161573919E+21
4.1686768676867685E+05 9.0835660308924198E+09 -2.9636190340739369E+07 1.7950793314164238E+21
4.1702970297029708E+05 9.0782992637235889E+09 -2.9630518368370421E+07 1.7933518771039196E+21
4.1719171917191730E+05 9.0730375841273899E+09 -2.9624849650965698E+07 1.7916267491848445E+21
4.1735373537353752E+05 9.0677809852262077E+09 -2.9619184185413703E+07 1.7899039436326833E+21
4.1751575157515751E+05 9.0625294601545696E+09 -2.9613521968606532E+07 1.7881834564294048E+21
4.1767776777677773E+05 9.0572830020586681E+09 -2.9607862997441173E+07 1.7864652835655097E+21
4.1783978397839796E+05 9.0520416040967331E+09 -2.9602207268818371E+07 1.7847494210399502E+21
4.1800180018001818E+05 9.0468052594388008E+09 -2.9596554779643342E+07 1.7830358648601549E+21
4.1816381638163817E+05 9.0415739612668324E+09 -2.9590905526824996E+07 1.7813246110419460E+21
4.1832583258325839E+05 9.0363477027746143E+09 -2.9585259507276427E+07 1.7796156556095610E+21
4.1848784878487862E+05 9.0311264771675110E+09 -2.9579616717915662E+07 1.7779089945956786E+21
4.1864986498649861E+05 9.0259102776630325E+09 -2.9573977155663490E+07 1.7762046240412569E+21
4.1881188118811883E+05 9.0206990974901676E+09 -2.9568340817445744E+07 1.7745025399956588E+21
4.1897389738973905E+05 9.0154929298896332E+09 -2.9562707700192310E+07 1.7728027385165683E+21
4.1913591359135928E+05 9.0102917681140785E+09 -2.9557077800836474E+07 1.7711052156699366E+21
4.1929792979297927E+05 9.0050956054274445E+09 -2.9551451116316803E+07 1.7694099675300671E+21
4.1945994599459949E+05 8.9999044351056404E+09 -2.9545827643574897E+07 1.7677169901794639E+21
4.1962196219621971E+05 8.9947182504362144E+09 -2.9540207379556321E+07 1.7660262797088643E+21
4.1978397839783994E+05 8.9895370447179947E+09 -2.9534590321211878E+07 1.7643378322173052E+21
4.1994599459945993E+05 8.9843608112615948E+09 -2.9528976465495698E+07 1.7626516438119788E+21
4.2010801080108015E+05 8.9791895433893452E+09 -2.9523365809365280E+07 1.7609677106082108E+21
4.2027002700270037E+05 8.9740232344348049E+09 -2.9517758349783354E+07 1.7592860287295708E+21
4.2043204320432059E+05 8.9688618777431412E+09 -2.9512154083716150E+07 1.7576065943077260E+21
4.2059405940594058E+05 8.9637054666710835E+09 -2.9506553008133858E+07 1.7559294034824722E+21
4.2075607560756081E+05 8.9585539945866890E+09 -2.9500955120010834E+07 1.7542544524016988E+21
4.2091809180918103E+05 8.9534074548694820E+09 -2.9495360416325554E+07 1.7525817372213951E+21
4.2108010801080125E+05 8.9482658409104500E+09 -2.9489768894060213E+07 1.7509112541055872E+21
4.2124212421242124E+05 8.9431291461120090E+09 -2.9484180550200943E+07 1.7492429992263436E+21
4.2140414041404147E+05 8.9379973638876457E+09 -2.9478595381738618E+07 1.7475769687637853E+21
4.2156615661566169E+05 8.9328704876626053E+09 -2.9473013385666899E+07 1.7459131589059753E+21
4.2172817281728191E+05 8.9277485108730755E+09 -2.9467434558984585E+07 1.7442515658490218E+21
4.2189018901890190E+05 8.9226314269666386E+09 -2.9461858898694016E+07 1.7425921857969644E+21
4.2205220522052213E+05 8.9175192294023876E+09 -2.9456286401800729E+07 1.7409350149617418E+21
4.2221422142214235E+05 8.9124119116501713E+09 -2.9450717065315887E+07 1.7392800495633160E+21
4.2237623762376234E+05 8.9073094671915398E+09 -2.9445150886252910E+07 1.7376272858294465E+21
4.2253825382538256E+05 8.9022118895190010E+09 -2.9439587861629929E+07 1.7359767199958195E+21
4.2270027002700279E+05 8.8971191721360912E+09 -2.9434027988469534E+07 1.7343283483060189E+21
4.2286228622862301E+05 8.8920313085576668E+09 -2.9428471263797652E+07 1.7326821670114351E+21
4.2302430243024300E+05 8.8869482923098946E+09 -2.9422917684643529E+07 1.7310381723712490E+21
4.2318631863186322E+05 8.8818701169296246E+09 -2.9417367248041622E+07 1.7293963606525175E+21
4.2334833483348344E+05 8.8767967759650421E+09 -2.9411819951029576E+07 1.7277567281300486E+21
4.2351035103510367E+05 8.8717282629754200E+09 -2.9406275790648680E+07 1.7261192710863942E+21
4.2367236723672366E+05 8.8666645715308895E+09 -2.9400734763944805E+07 1.7244839858118984E+21
4.2383438343834388E+05 8.8616056952126617E+09 -2.9395196867967349E+07 1.7228508686046077E+21
4.2399639963996410E+05 8.8565516276129742E+09 -2.9389662099769611E+07 1.7212199157702860E+21
4.2415841584158433E+05 8.8515023623349419E+09 -2.9384130456408910E+07 1.7195911236223904E+21
4.2432043204320432E+05 8.8464578929927692E+09 -2.9378601934945986E+07 1.7179644884820243E+21
4.2448244824482454E+05 8.8414182132113018E+09 -2.9373076532446314E+07 1.7163400066779935E+21
4.2464446444644476E+05 8.8363833166265163E+09 -2.9367554245978449E+07 1.7147176745466926E+21
4.2480648064806499E+05 8.8313531968852539E+09 -2.9362035072614864E+07 1.7130974884321380E+21
4.2496849684968498E+05 8.8263278476450233E+09 -2.9356519009432457E+07 1.7114794446859762E+21
4.2513051305130520E+05 8.8213072625742893E+09 -2.9351006053511385E+07 1.7098635396673875E+21
4.2529252925292542E+05 8.8162914353523407E+09 -2.9345496201935776E+07 1.7082497697431345E+21
4.2545454545454541E+05 8.8112803596691875E+09 -2.9339989451793667E+07 1.7066381312875170E+21
4.2561656165616564E+05 8.8062740292254295E+09 -2.9334485800177414E+07 1.7050286206823839E+21
4.2577857785778586E+05 8.8012724377327957E+09 -2.9328985244181998E+07 1.7034212343170248E+21
4.2594059405940608E+05 8.7962755789134941E+09 -2.9323487780906834E+07 1.7018159685882434E+21
